Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,0,0,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,135
1,0,0,28.65566,16.666666,16.666666,20,3.40E+38,3.40E+38,0,0,0,0,16.666666,135
2,0,0,31.952665,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,1.91E-06,16.666666,90
3,0,0,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,135
4,0,0,28.65566,16.666666,16.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,16.666666,135
0,0,1,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
1,0,1,28.65566,16.666666,16.666666,20,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
2,0,1,31.952663,16.666668,16.666668,30,3.40E+38,3.40E+38,0,0,0,0,16.666668,138.33334
3,0,1,28.655659,16.666668,16.666668,30,3.40E+38,3.40E+38,0,0,0,0,16.666668,328.33334
4,0,1,28.655659,16.666668,16.666668,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,16.666668,328.33334
0,0,2,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
1,0,2,28.65566,16.666666,16.666666,20,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
2,0,2,31.952665,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,1.91E-06,16.666666,138.33333
3,0,2,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.3333
4,0,2,28.65566,16.666666,16.666666,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.3333
0,0,3,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
1,0,3,28.65566,16.666666,16.666666,20,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
2,0,3,31.952663,16.666668,16.666668,30,3.40E+38,3.40E+38,0,0,0,0,16.666668,138.33334
3,0,3,28.655659,16.666668,16.666668,30,3.40E+38,3.40E+38,0,0,0,0,16.666668,328.33334
4,0,3,28.655659,16.666668,16.666668,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,16.666668,328.33334
0,0,4,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
1,0,4,28.65566,16.666666,16.666666,20,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.33334
2,0,4,31.952665,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,1.91E-06,16.666666,138.33333
3,0,4,28.65566,16.666666,16.666666,30,3.40E+38,3.40E+38,0,0,0,0,16.666666,328.3333
