scen,seg,period,KB,SC,nl,ONRD,ONRC,RM,OFRD,OFRC,Speed
1,0,0,87.00906,9600,4,0,0,2400,0,0,68.958336
1,1,0,89.68935,9600,4,0,0,2400,546,2100,66.897575
1,2,0,78.2602,9600,4,0,0,2400,0,0,69.6906
1,3,0,89.23514,12000,5,790,4400,2400,2328,4400,69.97243
1,4,0,61.815357,4800,2,0,0,2400,0,0,63.34994
1,5,0,60.368065,72000,3,282,2100,2400,274,2100,69.54008
1,6,0,62.01052,4800,2,0,0,2400,0,0,63.27957
1,0,1,115.312645,9600,4,0,0,2400,0,0,64.82375
1,1,1,112.72029,9600,4,0,0,2400,565,2100,64.82375
1,2,1,103.47496,9600,4,0,0,2400,0,0,66.77945
1,3,1,114.69206,12000,5,815,4400,2400,2405,4400,39.535954
1,4,1,90,4800,2,0,0,2400,0,0,53.333332
1,5,1,76.669586,72000,3,291,2100,2400,284,2100,58.27421
1,6,1,90,4800,2,0,0,2400,0,0,53.333332
1,0,2,98.85815,9600,4,0,0,2400,0,0,67.47042
1,1,2,100.17371,9600,4,0,0,2400,582,2100,66.58469
1,2,2,88.48843,9600,4,0,0,2400,0,0,68.79966
1,3,2,101.55373,12000,5,842,4400,2400,2480,4400,34.491936
1,4,2,81.29071,4800,2,0,0,2400,0,0,53.333332
1,5,2,72.63403,72000,3,300,2100,2400,293,2100,51.72129
1,6,2,83.193794,4800,2,0,0,2400,0,0,53.333332
1,0,3,92.58218,9600,4,0,0,2400,0,0,68.317696
1,1,3,94.87769,9600,4,0,0,2400,599,2100,66.66486
1,2,3,82.53132,9600,4,0,0,2400,0,0,69.379654
1,3,3,96.394394,12000,5,868,4400,2400,2556,4400,57.387684
1,4,3,68.38348,4800,2,0,0,2400,0,0,56.152466
1,5,3,65.65096,72000,3,309,2100,2400,302,2100,56.28256
1,6,3,69.89417,4800,2,0,0,2400,0,0,54.148922
