Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,UV,SF,KQ,
5,1,41,94.253265,20,34.389114,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,14.389114,21.051775,264.74765
6,1,41,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,42,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,42,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,42,33.707752,28.791668,28.791668,46.09461,397.06,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,42,253.65637,20,135.07014,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,115.07013,30.020832,514.69635
4,1,42,69.88636,20,20,28.605465,201.18295,3.40E+38,0,0,0,0,20,90
5,1,42,94.59586,20,34.731712,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,14.731712,21.051775,264.74765
6,1,42,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,43,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,43,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,43,33.707752,28.791668,28.791668,46.09461,394.38397,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,43,256.3324,20,137.74617,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,117.746155,30.020832,514.69635
4,1,43,69.88636,20,20,28.605465,200.84036,3.40E+38,0,0,0,0,20,90
5,1,43,94.93846,20,35.07431,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,15.07431,21.051775,264.74765
6,1,43,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,44,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,44,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,44,33.707752,28.791668,28.791668,46.09461,391.70795,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,44,259.00842,20,140.4222,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,120.42218,30.020832,514.69635
4,1,44,69.88636,20,20,28.605465,200.49776,3.40E+38,0,0,0,0,20,90
5,1,44,95.28106,20,35.41691,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,15.416908,21.051775,264.74765
6,1,44,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,45,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,45,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,45,33.707752,28.791668,28.791668,46.09461,389.03192,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,45,261.68445,20,143.09822,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,123.098206,30.020832,514.69635
4,1,45,69.88636,20,20,28.605465,200.15515,3.40E+38,0,0,0,0,20,90
5,1,45,95.62366,20,35.759506,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,15.759506,21.051775,264.74765
6,1,45,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,46,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,46,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,46,33.707752,28.791668,28.791668,46.09461,386.3559,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,46,264.36047,20,145.77425,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,125.77423,30.020832,514.69635
4,1,46,69.88636,20,20,28.605465,199.81256,3.40E+38,0,0,0,0,20,90
5,1,46,95.966255,20,36.102104,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,16.102104,21.051775,264.74765
6,1,46,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,47,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,47,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,47,33.707752,28.791668,28.791668,46.09461,383.67987,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,47,267.0365,20,148.45027,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,128.45026,30.020832,514.69635
4,1,47,69.88636,20,20,28.605465,199.46997,3.40E+38,0,0,0,0,20,90
5,1,47,96.30885,20,36.444702,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,16.444702,21.051775,264.74765
6,1,47,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,48,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,48,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,48,33.707752,28.791668,28.791668,46.09461,381.00385,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,48,269.71252,20,151.1263,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,131.12628,30.020832,514.69635
4,1,48,69.88636,20,20,28.605465,199.12737,3.40E+38,0,0,0,0,20,90
5,1,48,96.65145,20,36.7873,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,16.7873,21.051775,264.74765
6,1,48,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,49,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,49,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,49,33.707752,28.791668,28.791668,46.09461,378.32782,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,49,272.38855,20,153.80232,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,133.8023,30.020832,514.69635
4,1,49,69.88636,20,20,28.605465,198.78476,3.40E+38,0,0,0,0,20,90
5,1,49,96.99405,20,37.129898,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,17.129898,21.051775,264.74765
6,1,49,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,50,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,50,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,50,33.707752,28.791668,28.791668,46.09461,375.6518,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,50,275.06458,20,156.47835,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,136.47833,30.020832,514.69635
4,1,50,69.88636,20,20,28.605465,198.44217,3.40E+38,0,0,0,0,20,90
5,1,50,97.33665,20,37.472496,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,17.472496,21.051775,264.74765
6,1,50,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,51,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,51,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,51,33.707752,28.791668,28.791668,46.09461,372.97577,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,51,277.7406,20,159.15437,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,139.15436,30.020832,514.69635
4,1,51,69.88636,20,20,28.605465,198.09958,3.40E+38,0,0,0,0,20,90
5,1,51,97.679245,20,37.815094,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,17.815094,21.051775,264.74765
6,1,51,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,52,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,52,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,52,33.707752,28.791668,28.791668,46.09461,370.29974,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,52,280.41663,20,161.8304,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,141.83038,30.020832,514.69635
4,1,52,69.88636,20,20,28.605465,197.75697,3.40E+38,0,0,0,0,20,90
5,1,52,98.02184,20,38.157692,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,18.157692,21.051775,264.74765
6,1,52,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,53,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,53,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,53,33.707752,28.791668,28.791668,46.09461,367.62372,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,53,283.09265,20,164.50642,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,144.50641,30.020832,514.69635
4,1,53,69.88636,20,20,28.605465,197.41437,3.40E+38,0,0,0,0,20,90
5,1,53,98.36444,20,38.50029,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,18.50029,21.051775,264.74765
6,1,53,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,54,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,54,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,54,33.707752,28.791668,28.791668,46.09461,364.9477,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,54,285.76868,20,167.18245,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,147.18243,30.020832,514.69635
4,1,54,69.88636,20,20,28.605465,197.07178,3.40E+38,0,0,0,0,20,90
5,1,54,98.70704,20,38.842888,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,18.842888,21.051775,264.74765
6,1,54,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,55,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,55,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,55,33.707752,28.791668,28.791668,46.09461,362.27167,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,55,288.4447,20,169.85847,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,149.85846,30.020832,514.69635
4,1,55,69.88636,20,20,28.605465,196.72919,3.40E+38,0,0,0,0,20,90
5,1,55,99.04964,20,39.185486,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,19.185486,21.051775,264.74765
6,1,55,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,56,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,56,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,56,33.707752,28.791668,28.791668,46.09461,359.59564,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,56,291.12073,20,172.5345,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,152.53448,30.020832,514.69635
4,1,56,69.88636,20,20,28.605465,196.38658,3.40E+38,0,0,0,0,20,90
5,1,56,99.392235,20,39.528084,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,19.528084,21.051775,264.74765
6,1,56,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,57,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,57,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,57,33.707752,28.791668,28.791668,46.09461,356.91962,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,57,293.79675,20,175.21053,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,155.21051,30.020832,514.69635
4,1,57,69.88636,20,20,28.605465,196.04398,3.40E+38,0,0,0,0,20,90
5,1,57,99.73483,20,39.87068,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,19.870682,21.051775,264.74765
6,1,57,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,58,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,58,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,58,33.707752,28.791668,28.791668,46.09461,354.2436,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,58,296.47278,20,177.88655,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,157.88654,30.020832,514.69635
4,1,58,69.88636,20,20,28.605465,195.70139,3.40E+38,0,0,0,0,20,90
5,1,58,100.07743,20,40.21328,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,20.21328,21.051775,264.74765
6,1,58,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,59,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,59,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,59,33.707752,28.791668,28.791668,46.09461,351.56757,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,59,299.1488,20,180.56258,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,160.56256,30.020832,514.69635
4,1,59,69.88636,20,20,28.605465,195.3588,3.40E+38,0,0,0,0,20,90
5,1,59,100.42003,20,40.555878,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,20.555878,21.051775,264.74765
6,1,59,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,0,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,308.3854
1,2,0,28.45844,25.405802,25.405802,40,3.40E+38,3.40E+38,0,2.3858635,3.3532715,0,27.791666,308.3854
2,2,0,28.825773,25.405802,25.405802,45.96521,348.7619,3.40E+38,0,0,0,0,25.405802,342.5208
3,2,0,282.51312,20,179.80238,20,3.40E+38,3.40E+38,4.034583,10.200567,3.2572937,159.80237,30.200567,514.69617
4,2,0,63.123466,20,20,28.562307,194.9727,3.40E+38,0,0,0,0,20,90
5,2,0,96.59994,20,40.939484,20,3.40E+38,3.40E+38,1.4375,1.0538957,160.5193,20.939484,21.053896,264.7473
6,2,0,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,1,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,1,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,1,28.825771,25.366673,25.366673,45.96521,362.42822,3.40E+38,0,0,0,0,25.366673,391.61588
3,2,1,281.58105,20,178.87029,20,3.40E+38,3.40E+38,4.034583,10.333336,0,158.8703,30.333336,512.08997
4,2,1,63.123466,20,20,28.562307,198.76285,3.40E+38,0,0,0,0,20,90
5,2,1,96.98354,20,41.32309,20,3.40E+38,3.40E+38,1.4375,1.0538957,139.0818,21.32309,21.053896,264.71655
6,2,1,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,2,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,2,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,2,28.82577,25.366667,25.366667,45.96521,361.1668,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,2,280.649,20,177.93822,20,3.40E+38,3.40E+38,4.034583,10.333333,0,157.93823,30.333332,510.16483
4,2,2,63.123466,20,20,28.562307,198.37924,3.40E+38,0,0,0,0,20,90
5,2,2,97.36715,20,41.706696,20,3.40E+38,3.40E+38,1.4375,1.0538957,117.6443,21.706696,21.053896,264.71655
6,2,2,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,3,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,3,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,3,28.825771,25.366673,25.366673,45.96521,362.09894,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,3,279.71692,20,177.00615,20,3.40E+38,3.40E+38,4.034583,10.333336,0,157.00616,30.333336,510.16486
4,2,3,63.123466,20,20,28.562307,197.99564,3.40E+38,0,0,0,0,20,90
5,2,3,97.750755,20,42.0903,20,3.40E+38,3.40E+38,1.4375,1.0538957,96.2068,22.090302,21.053896,264.71655
6,2,3,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,4,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,4,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,4,28.82577,25.366667,25.366667,45.96521,363.03094,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,4,278.78485,20,176.07408,20,3.40E+38,3.40E+38,4.034583,10.333333,0,156.0741,30.333332,510.16483
4,2,4,63.123466,20,20,28.562307,197.61203,3.40E+38,0,0,0,0,20,90
5,2,4,98.13436,20,42.473907,20,3.40E+38,3.40E+38,1.4375,1.0538957,74.7693,22.473907,21.053896,264.71655
6,2,4,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,5,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,5,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,5,28.825771,25.366673,25.366673,45.96521,363.96307,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,5,277.85278,20,175.14201,20,3.40E+38,3.40E+38,4.034583,10.333336,0,155.14203,30.333336,510.16486
4,2,5,63.123466,20,20,28.562307,197.22842,3.40E+38,0,0,0,0,20,90
5,2,5,98.51797,20,42.857513,20,3.40E+38,3.40E+38,1.4375,1.0538957,53.331802,22.857513,21.053896,264.71655
6,2,5,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,6,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,6,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,6,28.82577,25.366667,25.366667,45.96521,364.89508,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,6,276.92072,20,174.20995,20,3.40E+38,3.40E+38,4.034583,10.333333,0,154.20996,30.333332,510.16483
4,2,6,63.123466,20,20,28.562307,196.84482,3.40E+38,0,0,0,0,20,90
5,2,6,98.90157,20,43.24112,20,3.40E+38,3.40E+38,1.4375,1.0538957,31.894302,23.24112,21.053896,264.71655
6,2,6,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,7,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,7,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,7,28.825771,25.366673,25.366673,45.96521,365.8272,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,7,275.98865,20,173.27788,20,3.40E+38,3.40E+38,4.034583,10.333336,0,153.2779,30.333336,510.16486
4,2,7,63.123466,20,20,28.562307,196.46121,3.40E+38,0,0,0,0,20,90
5,2,7,99.17124,20,43.510788,20,3.40E+38,3.40E+38,1.4375,1.1678293,10.456802,23.510788,21.16783,264.71655
6,2,7,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,8,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,8,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,8,28.82577,25.366667,25.366667,45.96521,366.75922,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,8,275.05658,20,172.34581,20,3.40E+38,3.40E+38,4.034583,10.333333,0,152.34583,30.333332,510.16483
4,2,8,63.123466,20,20,28.562307,194.58463,3.40E+38,0,0,0,0,20,90
5,2,8,99.33241,20,43.67196,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,23.671959,21.276327,263.0645
6,2,8,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,9,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,9,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,9,28.825771,25.366673,25.366673,45.96521,367.69135,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,9,274.1245,20,171.41374,20,3.40E+38,3.40E+38,4.034583,10.333336,0,151.41376,30.333336,510.16486
4,2,9,63.123466,20,20,28.562307,192.89317,3.40E+38,0,0,0,0,20,90
5,2,9,99.49358,20,43.83313,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,23.83313,21.276327,261.49127
6,2,9,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,10,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,10,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,10,28.82577,25.366667,25.366667,45.96521,368.62335,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,10,273.19244,20,170.48167,20,3.40E+38,3.40E+38,4.034583,10.333333,0,150.48169,30.333332,510.16483
4,2,10,63.123466,20,20,28.562307,192.732,3.40E+38,0,0,0,0,20,90
5,2,10,99.654755,20,43.9943,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,23.9943,21.276327,261.49127
6,2,10,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,11,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,11,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,11,28.825771,25.366673,25.366673,45.96521,369.55548,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,11,272.26038,20,169.5496,20,3.40E+38,3.40E+38,4.034583,10.333336,0,149.54962,30.333336,510.16486
4,2,11,63.123466,20,20,28.562307,192.57083,3.40E+38,0,0,0,0,20,90
5,2,11,99.815926,20,44.15547,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,24.155472,21.276327,261.49127
6,2,11,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,12,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,12,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,12,28.82577,25.366667,25.366667,45.96521,370.4875,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,12,271.3283,20,168.61754,20,3.40E+38,3.40E+38,4.034583,10.333333,0,148.61755,30.333332,510.16483
4,2,12,63.123466,20,20,28.562307,192.40967,3.40E+38,0,0,0,0,20,90
5,2,12,99.9771,20,44.316643,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,24.316643,21.276327,261.49127
6,2,12,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,13,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,13,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,13,28.825771,25.366673,25.366673,45.96521,371.41962,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,13,270.39624,20,167.68547,20,3.40E+38,3.40E+38,4.034583,10.333336,0,147.68549,30.333336,510.16486
4,2,13,63.123466,20,20,28.562307,192.24849,3.40E+38,0,0,0,0,20,90
5,2,13,100.13827,20,44.477814,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,24.477814,21.276327,261.49127
6,2,13,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,14,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,14,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,14,28.82577,25.366667,25.366667,45.96521,372.35162,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,14,269.46417,20,166.7534,20,3.40E+38,3.40E+38,4.034583,10.333333,0,146.75342,30.333332,510.16483
4,2,14,63.123466,20,20,28.562307,192.08731,3.40E+38,0,0,0,0,20,90
5,2,14,100.29944,20,44.638985,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,24.638985,21.276327,261.49127
6,2,14,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,15,125.44499,27.791674,27.791674,40,3.40E+38,3.40E+38,0,0,0,0,27.791674,357.02084
1,2,15,28.45844,25.366673,25.366673,40,3.40E+38,3.40E+38,0,2.4250007,0,0,27.791674,357.02084
2,2,15,28.825771,25.366673,25.366673,45.96521,373.28375,3.40E+38,0,0,0,0,25.366673,392.18332
3,2,15,268.5321,20,165.82133,20,3.40E+38,3.40E+38,4.034583,10.333336,0,145.82135,30.333336,510.16486
4,2,15,63.123466,20,20,28.562307,191.92615,3.40E+38,0,0,0,0,20,90
5,2,15,100.46061,20,44.800156,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,24.800156,21.276327,261.49127
6,2,15,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,2,16,125.445,27.791666,27.791666,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,27.791666,357.02072
1,2,16,28.45844,25.366667,25.366667,40,3.40E+38,3.40E+38,0,2.425,0,0,27.791666,357.02072
2,2,16,28.82577,25.366667,25.366667,45.96521,374.21576,3.40E+38,0,0,0,0,25.366667,392.18326
3,2,16,267.60004,20,164.88927,20,3.40E+38,3.40E+38,4.034583,10.333333,0,144.88928,30.333332,510.16483
4,2,16,63.123466,20,20,28.562307,191.76498,3.40E+38,0,0,0,0,20,90
5,2,16,100.62178,20,44.961327,20,3.40E+38,3.40E+38,1.4375,1.2763269,0,24.961327,21.276327,261.49127
6,2,16,8.429676,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
