Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,UV,SF,KQ,
6,0,32,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,33,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,33,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,33,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,33,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,33,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,33,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,33,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,34,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,34,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,34,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,34,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,34,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,34,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,34,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,35,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,35,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,35,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,35,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,35,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,35,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,35,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,0,36,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,36,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,36,25.493856,22.725,22.725,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725,430.4874
3,0,36,107.8258,16.316666,16.316666,20,3.40E+38,3.40E+38,3.2916667,9.7,0,7.63E-06,26.016666,572.7568
4,0,36,48.000565,16.316666,16.316666,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316666,143.4083
5,0,36,62.8834,16.349998,16.349998,20,3.40E+38,3.40E+38,1.175,1.1416665,0,0,17.491665,316.36923
6,0,36,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,37,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,37,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,37,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,37,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,37,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,37,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,37,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,38,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,38,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,38,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,38,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,38,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,38,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,38,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,39,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,39,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,39,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,39,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,39,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,39,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,39,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,0,40,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,40,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,40,25.493856,22.725,22.725,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725,430.4874
3,0,40,107.8258,16.316666,16.316666,20,3.40E+38,3.40E+38,3.2916667,9.7,0,7.63E-06,26.016666,572.7568
4,0,40,48.000565,16.316666,16.316666,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316666,143.4083
5,0,40,62.8834,16.349998,16.349998,20,3.40E+38,3.40E+38,1.175,1.1416665,0,0,17.491665,316.36923
6,0,40,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,41,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,41,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,41,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,41,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,41,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,41,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,41,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,42,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,42,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,42,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,42,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,42,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,42,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,42,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,43,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,43,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,43,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,43,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,43,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,43,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,43,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,0,44,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,44,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,44,25.493856,22.725,22.725,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725,430.4874
3,0,44,107.8258,16.316666,16.316666,20,3.40E+38,3.40E+38,3.2916667,9.7,0,7.63E-06,26.016666,572.7568
4,0,44,48.000565,16.316666,16.316666,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316666,143.4083
5,0,44,62.8834,16.349998,16.349998,20,3.40E+38,3.40E+38,1.175,1.1416665,0,0,17.491665,316.36923
6,0,44,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,45,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,45,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,45,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,45,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,45,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,45,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,45,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,46,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,46,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,46,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,46,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,46,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,46,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,46,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,47,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,47,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,47,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,47,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,47,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,47,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,47,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,0,48,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,48,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,48,25.493856,22.725,22.725,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725,430.4874
3,0,48,107.8258,16.316666,16.316666,20,3.40E+38,3.40E+38,3.2916667,9.7,0,7.63E-06,26.016666,572.7568
4,0,48,48.000565,16.316666,16.316666,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316666,143.4083
5,0,48,62.8834,16.349998,16.349998,20,3.40E+38,3.40E+38,1.175,1.1416665,0,0,17.491665,316.36923
6,0,48,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,49,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,49,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,49,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,49,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,49,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,49,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,49,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,50,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,50,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,50,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,50,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,50,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,50,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,50,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,51,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,51,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,51,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,51,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,51,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,51,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,51,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,0,52,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,52,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,52,25.493856,22.725,22.725,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725,430.4874
3,0,52,107.8258,16.316666,16.316666,20,3.40E+38,3.40E+38,3.2916667,9.7,0,7.63E-06,26.016666,572.7568
4,0,52,48.000565,16.316666,16.316666,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316666,143.4083
5,0,52,62.8834,16.349998,16.349998,20,3.40E+38,3.40E+38,1.175,1.1416665,0,0,17.491665,316.36923
6,0,52,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,53,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,53,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,53,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,53,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,53,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,53,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,53,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,54,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,54,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,54,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,54,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,54,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,54,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,54,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,55,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,55,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,55,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,55,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,55,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,55,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,55,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,0,56,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,56,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,56,25.493856,22.725,22.725,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725,430.4874
3,0,56,107.8258,16.316666,16.316666,20,3.40E+38,3.40E+38,3.2916667,9.7,0,7.63E-06,26.016666,572.7568
4,0,56,48.000565,16.316666,16.316666,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316666,143.4083
5,0,56,62.8834,16.349998,16.349998,20,3.40E+38,3.40E+38,1.175,1.1416665,0,0,17.491665,316.36923
6,0,56,6.283264,16.349998,16.349998,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.349998,142.9249
0,0,57,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,57,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,57,25.493856,22.725008,22.725008,46.708134,3.40E+38,3.40E+38,0,0,0,1.91E-06,22.725008,430.4875
3,0,57,107.8258,16.316679,16.316679,20,3.40E+38,3.40E+38,3.2916667,9.700003,0,7.63E-06,26.016682,572.75684
4,0,57,48.000565,16.316683,16.316683,28.824821,3.40E+38,3.40E+38,0,0,0,3.81E-06,16.316683,143.40836
5,0,57,62.8834,16.350014,16.350014,20,3.40E+38,3.40E+38,1.175,1.1416676,0,0,17.491682,316.36932
6,0,57,6.283264,16.350014,16.350014,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350014,142.92502
0,0,58,110.40924,25,25,40,3.40E+38,3.40E+38,0,0,0,7.63E-06,25,397.49988
1,0,58,25.479927,22.725,22.725,40,3.40E+38,3.40E+38,0,2.275,0,0,25,397.49988
2,0,58,25.493855,22.725002,22.725002,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725002,430.48737
3,0,58,107.82579,16.316675,16.316675,20,3.40E+38,3.40E+38,3.2916667,9.700001,0,0,26.016676,572.7566
4,0,58,48.000557,16.316679,16.316679,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.316679,143.40811
5,0,58,62.883404,16.35001,16.35001,20,3.40E+38,3.40E+38,1.175,1.1416674,0,3.81E-06,17.491676,316.36908
6,0,58,6.283264,16.35001,16.35001,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.35001,142.9248
0,0,59,110.40923,25.000008,25.000008,40,3.40E+38,3.40E+38,0,0,0,0,25.000008,397.5
1,0,59,25.479927,22.725006,22.725006,40,3.40E+38,3.40E+38,0,2.2750006,0,0,25.000008,397.5
2,0,59,25.493855,22.725006,22.725006,46.708134,3.40E+38,3.40E+38,0,0,0,0,22.725006,430.4875
3,0,59,107.82579,16.31667,16.31667,20,3.40E+38,3.40E+38,3.2916667,9.700002,0,0,26.01667,572.7567
4,0,59,48.00056,16.31667,16.31667,28.824821,3.40E+38,3.40E+38,0,0,0,0,16.31667,143.40816
5,0,59,62.8834,16.350006,16.350006,20,3.40E+38,3.40E+38,1.175,1.1416668,0,0,17.491673,316.3692
6,0,59,6.283264,16.350006,16.350006,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-07,16.350006,142.92485
0,1,0,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,397.49988
1,1,0,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,397.49988
2,1,0,33.707752,28.791668,28.791668,46.09461,3.40E+38,3.40E+38,0,0,0,0,28.791668,430.4874
3,1,0,141.2623,20,22.676044,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,2.676056,30.020832,572.7569
4,1,0,69.88636,20,20,28.605465,3.40E+38,3.40E+38,0,0,0,0,20,143.4083
5,1,0,80.20675,20,20.3426,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,0.34259796,21.051775,316.3694
6,1,0,9.11932,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,142.9249
0,1,1,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,1,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,1,33.707752,28.791668,28.791668,46.09461,506.77805,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,1,143.93835,20,25.3521,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,5.352112,30.020832,514.69635
4,1,1,69.88636,20,20,28.605465,215.22946,3.40E+38,0,0,0,0,20,90
5,1,1,80.54935,20,20.685198,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,0.6851959,21.051775,264.74765
6,1,1,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,2,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,2,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,2,33.707752,28.791668,28.791668,46.09461,504.102,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,2,146.61441,20,28.028156,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,8.028168,30.020832,514.69635
4,1,2,69.88636,20,20,28.605465,214.88687,3.40E+38,0,0,0,0,20,90
5,1,2,80.891945,20,21.027796,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,1.0277939,21.051775,264.74765
6,1,2,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,3,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,3,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,3,33.707752,28.791668,28.791668,46.09461,501.42593,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,3,149.29047,20,30.704212,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,10.704224,30.020832,514.69635
4,1,3,69.88636,20,20,28.605465,214.54428,3.40E+38,0,0,0,0,20,90
5,1,3,81.23454,20,21.370394,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,1.3703918,21.051775,264.74765
6,1,3,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,4,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,4,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,4,33.707752,28.791668,28.791668,46.09461,498.74988,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,4,151.96652,20,33.38027,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,13.38028,30.020832,514.69635
4,1,4,69.88636,20,20,28.605465,214.20168,3.40E+38,0,0,0,0,20,90
5,1,4,81.57714,20,21.712992,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,1.7129898,21.051775,264.74765
6,1,4,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,5,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,5,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,5,33.707752,28.791668,28.791668,46.09461,496.07382,3.40E+38,0,0,0,0,28.791668,342.5208
3,1,5,154.64258,20,36.056324,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,16.056335,30.020832,514.69635
4,1,5,69.88636,20,20,28.605465,213.85907,3.40E+38,0,0,0,0,20,90
5,1,5,81.91974,20,22.05559,20,3.40E+38,3.40E+38,1.394375,1.0517756,0,2.0555878,21.051775,264.74765
6,1,5,9.11932,20,20.000002,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-06,20,90
0,1,6,146.32477,31.145834,31.145834,40,3.40E+38,3.40E+38,0,0,0,0,31.145834,308.3854
1,1,6,32.02281,28.791668,28.791668,40,3.40E+38,3.40E+38,0,2.3541667,0,0,31.145834,308.3854
2,1,6,33.707752,28.791668,28.791668,46.09461,493.39777,3.40E+38,0,0,0,0,28.791668,342.5208
