Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
3,0,1,12.0504,20.904171,20.904171,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.904171,266.88956,0.0
4,0,1,21.88541,22.791672,22.791672,22.820833,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,0.0,22.791672,239.52084,0.0
5,0,1,32.727272,29.970839,29.970839,40.0,3.4028235E38,3.4028235E38,7.179167,0.0,0.0,0.0,29.970839,135.42288,0.5083332
6,0,1,5.624998,29.970839,29.970839,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.970839,325.4229,0.0
7,0,1,26.023157,29.032959,29.032959,40.0,3.4028235E38,3.4028235E38,0.0,0.93787986,0.0,0.0,29.970839,325.4229,0.0
8,0,1,8.132013,29.03296,29.03296,46.531235,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.03296,339.02216,0.0
9,0,1,102.40819,30.58652,30.58652,40.0,3.4028235E38,3.4028235E38,2.5,0.9464415,0.0,0.0,31.53296,483.73822,0.3000002
10,0,1,9.218496,30.58652,30.58652,44.091846,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.58652,316.49554,0.0
11,0,1,41.11241,32.6494,32.6494,40.0,3.4028235E38,3.4028235E38,2.8,0.7371261,0.0,0.0,33.386524,433.80743,0.7750001
12,0,1,9.97213,32.6494,32.6494,43.970463,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.6494,286.5839,0.0
13,0,1,94.27998,25.851585,25.851585,40.0,3.4028235E38,3.4028235E38,2.8583333,9.656148,0.0,0.0,35.507732,400.27206,0.099999905
14,0,1,27.874126,25.851585,25.851585,38.308334,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.851585,385.15213,0.0
15,0,1,21.076458,27.543253,27.543253,48.9625,3.4028235E38,3.4028235E38,1.6916667,0.0,0.0,0.0,27.543253,360.62296,0.23333311
16,0,1,35.186073,28.580753,28.580753,50.0,3.4028235E38,3.4028235E38,1.0375,0.0,0.0,0.0,28.580753,535.57916,1.0500001
17,0,1,13.419895,28.580753,28.580753,50.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.580753,535.57916,0.0
18,0,1,29.047394,27.070616,27.070616,40.0,3.4028235E38,3.4028235E38,0.0,1.5101376,0.0,0.0,28.580753,535.57916,0.0
19,0,1,31.360704,25.8681,25.8681,40.0,3.4028235E38,3.4028235E38,0.0,1.202517,0.0,0.0,27.070616,367.47617,0.0
20,0,1,28.03666,25.8681,25.8681,37.95,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.8681,384.91266,0.0
21,0,1,31.273586,27.918098,27.918098,40.0,3.4028235E38,3.4028235E38,2.05,0.0,0.0,0.0,27.918098,355.18768,0.2166667
22,0,1,11.823647,27.918098,27.918098,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,27.918098,355.18768,0.0
23,0,1,29.419348,26.616613,26.616613,40.0,3.4028235E38,3.4028235E38,0.0,1.3014872,0.0,0.0,27.9181,355.18768,0.0
24,0,1,23.707445,26.616613,26.616613,37.325,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,26.616613,374.05927,0.0
25,0,1,28.75368,29.291613,29.291613,38.670834,3.4028235E38,3.4028235E38,2.675,0.0,0.0,0.0,29.291613,335.2718,0.4916668
26,0,1,34.88746,30.620779,30.620779,40.0,3.4028235E38,3.4028235E38,1.3291667,0.0,0.0,0.0,30.620779,315.99884,0.0916667
27,0,1,151.20677,30.620779,30.620779,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.620779,315.99884,0.0
28,0,1,32.86521,28.023304,28.023304,40.0,3.4028235E38,3.4028235E38,0.0,2.5974758,0.0,0.0,30.620779,315.99884,0.0
29,0,1,34.232067,28.023308,28.023308,46.1625,489.21124,3.4028235E38,0.0,0.0,0.0,0.0,28.023308,353.66223,0.0
30,0,1,142.01529,20.0,21.542664,20.0,3.4028235E38,3.4028235E38,3.8375,11.089475,0.0,1.5426483,31.089474,499.2027,0.19999981
31,0,1,69.88636,20.0,20.0,28.604166,212.33096,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,1,80.16482,20.0,20.253176,20.0,3.4028235E38,3.4028235E38,1.3958334,1.2692444,0.0,0.25317383,21.269245,261.59595,0.01666665
33,0,1,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
0,0,2,63.88294,22.95,22.95,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.95,237.22499,0.0
1,0,2,23.992718,22.608334,22.608334,30.0,3.4028235E38,3.4028235E38,0.0,0.34166667,0.0,1.9073486E-6,22.95,237.22495,0.0
2,0,2,23.86493,20.904167,20.904167,30.0,3.4028235E38,3.4028235E38,0.0,1.7041668,0.0,0.0,22.608334,242.1791,0.0
3,0,2,12.0504,20.904167,20.904167,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.904167,266.88953,0.0
4,0,2,21.88541,22.791668,22.791668,22.820833,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,0.0,22.791668,239.52075,0.0
5,0,2,32.727272,29.970835,29.970835,40.0,3.4028235E38,3.4028235E38,7.179167,0.0,0.0,0.0,29.970835,135.42284,0.7624998
6,0,2,5.624998,29.970835,29.970835,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.970835,325.42285,0.0
7,0,2,26.023157,29.032955,29.032955,40.0,3.4028235E38,3.4028235E38,0.0,0.9378797,0.0,0.0,29.970835,325.42285,0.0
8,0,2,8.132015,29.032955,29.032955,46.531235,3.4028235E38,3.4028235E38,0.0,0.0,0.0,1.9073486E-6,29.032955,339.02206,0.0
9,0,2,102.40819,30.586514,30.586514,40.0,3.4028235E38,3.4028235E38,2.5,0.9464413,0.0,0.0,31.532955,483.7381,0.4500003
10,0,2,9.218494,30.586514,30.586514,44.091846,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.586514,316.49545,0.0
11,0,2,41.112415,32.649387,32.649387,40.0,3.4028235E38,3.4028235E38,2.8,0.737126,0.0,3.8146973E-6,33.386513,433.80725,1.1625001
12,0,2,9.97213,32.649387,32.649387,43.970463,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.649387,286.58374,0.0
13,0,2,94.27998,25.851578,25.851578,40.0,3.4028235E38,3.4028235E38,2.8583333,9.656144,0.0,0.0,35.50772,400.2719,0.14999986
14,0,2,27.874126,25.851578,25.851578,38.308334,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.851578,385.152,0.0
15,0,2,21.076458,27.543245,27.543245,48.9625,3.4028235E38,3.4028235E38,1.6916667,0.0,0.0,0.0,27.543245,360.62283,0.3499998
16,0,2,35.186073,28.580746,28.580746,50.0,3.4028235E38,3.4028235E38,1.0375,0.0,0.0,0.0,28.580746,535.5791,1.5750002
17,0,2,13.419895,28.580746,28.580746,50.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.580746,535.5791,0.0
18,0,2,29.047394,27.070608,27.070608,40.0,3.4028235E38,3.4028235E38,0.0,1.5101372,0.0,0.0,28.580746,535.5791,0.0
19,0,2,31.360704,25.868092,25.868092,40.0,3.4028235E38,3.4028235E38,0.0,1.2025167,0.0,0.0,27.070608,367.47607,0.0
20,0,2,28.03666,25.868092,25.868092,37.95,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.868092,384.91257,0.0
21,0,2,31.273586,27.91809,27.91809,40.0,3.4028235E38,3.4028235E38,2.05,0.0,0.0,0.0,27.91809,355.18756,0.32500005
22,0,2,11.823647,27.91809,27.91809,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,27.91809,355.18756,0.0
23,0,2,29.41935,26.616604,26.616604,40.0,3.4028235E38,3.4028235E38,0.0,1.3014868,0.0,1.9073486E-6,27.91809,355.18756,0.0
24,0,2,23.707447,26.616604,26.616604,37.325,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,26.616604,374.0591,0.0
25,0,2,28.753681,29.291603,29.291603,38.670834,3.4028235E38,3.4028235E38,2.675,0.0,0.0,0.0,29.291603,335.27164,0.7375002
26,0,2,34.88746,30.62077,30.62077,40.0,3.4028235E38,3.4028235E38,1.3291667,0.0,0.0,0.0,30.62077,315.9987,0.13750005
27,0,2,151.20677,30.62077,30.62077,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.62077,315.9987,0.0
28,0,2,32.86521,28.023294,28.023294,40.0,3.4028235E38,3.4028235E38,0.0,2.597475,0.0,0.0,30.62077,315.9987,0.0
29,0,2,34.23207,28.023294,28.023294,46.1625,488.43985,3.4028235E38,0.0,0.0,0.0,3.8146973E-6,28.023294,353.66205,0.0
30,0,2,142.78662,20.0,22.313972,20.0,3.4028235E38,3.4028235E38,3.8375,11.08947,0.0,2.31398,31.08947,499.20264,0.2999997
31,0,2,69.88636,20.0,20.0,28.604166,212.20438,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,2,80.291405,20.0,20.379763,20.0,3.4028235E38,3.4028235E38,1.3958334,1.2692444,0.0,0.37976074,21.269245,261.59595,0.024999976
33,0,2,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
0,0,3,63.88294,22.95,22.95,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.95,237.22499,0.0
1,0,3,23.992716,22.608335,22.608335,30.0,3.4028235E38,3.4028235E38,0.0,0.34166667,0.0,0.0,22.950003,237.22499,0.0
2,0,3,23.864931,20.90417,20.90417,30.0,3.4028235E38,3.4028235E38,0.0,1.7041669,0.0,0.0,22.608335,242.17918,0.0
3,0,3,12.050398,20.90417,20.90417,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.90417,266.88956,0.0
4,0,3,21.885412,22.79167,22.79167,22.820833,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,1.9073486E-6,22.79167,239.52084,0.0
5,0,3,32.727272,29.970837,29.970837,40.0,3.4028235E38,3.4028235E38,7.179167,0.0,0.0,0.0,29.970837,135.42288,1.0166664
6,0,3,5.624996,29.970837,29.970837,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.970837,325.4229,0.0
7,0,3,26.023159,29.032957,29.032957,40.0,3.4028235E38,3.4028235E38,0.0,0.9378798,0.0,1.9073486E-6,29.970837,325.4229,0.0
8,0,3,8.132011,29.032959,29.032959,46.531235,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.032959,339.02216,0.0
9,0,3,102.40819,30.586517,30.586517,40.0,3.4028235E38,3.4028235E38,2.5,0.9464414,0.0,0.0,31.532959,483.73822,0.6000004
10,0,3,9.218494,30.586517,30.586517,44.091846,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.586517,316.49554,0.0
11,0,3,41.112408,32.649395,32.649395,40.0,3.4028235E38,3.4028235E38,2.8,0.73712605,0.0,0.0,33.38652,433.80743,1.5500004
12,0,3,9.97213,32.649395,32.649395,43.970463,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.649395,286.5839,0.0
13,0,3,94.27998,25.851582,25.851582,40.0,3.4028235E38,3.4028235E38,2.8583333,9.656147,0.0,0.0,35.50773,400.27206,0.19999981
14,0,3,27.874126,25.851582,25.851582,38.308334,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.851582,385.15213,0.0
15,0,3,21.076458,27.54325,27.54325,48.9625,3.4028235E38,3.4028235E38,1.6916667,0.0,0.0,0.0,27.54325,360.62296,0.46666634
16,0,3,35.186073,28.58075,28.58075,50.0,3.4028235E38,3.4028235E38,1.0375,0.0,0.0,0.0,28.58075,535.57916,2.1000004
17,0,3,13.419895,28.58075,28.58075,50.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.58075,535.57916,0.0
18,0,3,29.047394,27.070612,27.070612,40.0,3.4028235E38,3.4028235E38,0.0,1.5101374,0.0,0.0,28.58075,535.57916,0.0
19,0,3,31.360704,25.868095,25.868095,40.0,3.4028235E38,3.4028235E38,0.0,1.2025169,0.0,0.0,27.070612,367.47617,0.0
