Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
30,0,2,174.59633,20.0,21.493965,20.0,3.4028235E38,3.4028235E38,3.6625,11.228072,0.0,1.4939728,31.228073,497.063,0.8250003
31,0,2,69.88636,20.0,20.0,28.616667,211.87653,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
32,0,2,80.163345,20.0,20.251703,20.0,3.4028235E38,3.4028235E38,1.3833333,1.2994305,0.0,0.25170135,21.29943,261.15826,0.06250012
33,0,2,9.119318,20.0,20.0,3.4028235E38,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.0,90.0,0.0
0,0,3,61.760666,22.4,22.4,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.4,245.19998,0.0
1,0,3,23.402258,22.058332,22.058332,30.0,3.4028235E38,3.4028235E38,0.0,0.34166664,0.0,0.0,22.4,245.19998,0.0
2,0,3,23.27249,20.354166,20.354166,30.0,3.4028235E38,3.4028235E38,0.0,1.7041667,0.0,0.0,22.058332,250.15417,0.0
3,0,3,11.654058,20.354166,20.354166,28.166666,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.354166,274.86462,0.0
4,0,3,21.284496,22.187502,22.187502,22.566666,3.4028235E38,3.4028235E38,1.8333334,0.0,0.0,0.0,22.187502,248.28125,0.21666682
5,0,3,32.727272,29.620834,29.620834,40.0,3.4028235E38,3.4028235E38,7.4333334,0.0,0.0,0.0,29.620834,140.49788,0.0
6,0,3,5.625,29.620834,29.620834,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.620834,330.4979,0.0
7,0,3,25.726988,28.67673,28.67673,40.0,3.4028235E38,3.4028235E38,0.0,0.9441069,0.0,0.0,29.620836,330.4979,0.0
8,0,3,8.012068,28.67673,28.67673,46.39794,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.67673,344.18744,0.0
9,0,3,100.42687,30.325571,30.325571,40.0,3.4028235E38,3.4028235E38,2.6041667,0.9553321,0.0,0.0,31.280903,487.1904,0.1833334
10,0,3,9.081121,30.325571,30.325571,43.85648,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.325571,320.27936,0.0
11,0,3,40.36444,32.58997,32.58997,40.0,3.4028235E38,3.4028235E38,3.0125,0.74810195,0.0,0.0,33.33807,434.30508,0.6999998
12,0,3,9.819294,32.58997,32.58997,43.88387,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.58997,287.44556,0.0
13,0,3,92.67032,25.66006,25.66006,40.0,3.4028235E38,3.4028235E38,2.8583333,9.788241,0.0,0.0,35.448303,400.17535,0.19999981
14,0,3,27.462729,25.660063,25.660063,38.283333,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,25.660063,387.92917,0.0
15,0,3,20.807951,27.37673,27.37673,48.4625,3.4028235E38,3.4028235E38,1.7166667,0.0,0.0,0.0,27.37673,363.03748,0.36666632
16,0,3,34.76116,28.91423,28.91423,50.0,3.4028235E38,3.4028235E38,1.5375,0.0,0.0,0.0,28.91423,530.7437,0.099999905
