Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ,ONRQ
0,0,4,61.760666,22.4,22.4,30.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,22.4,245.19998,0.0
1,0,4,23.402258,22.058332,22.058332,30.0,3.4028235E38,3.4028235E38,0.0,0.34166664,0.0,0.0,22.4,245.19998,0.0
2,0,4,23.27249,20.354166,20.354166,30.0,3.4028235E38,3.4028235E38,0.0,1.7041667,0.0,0.0,22.058332,250.15417,0.0
3,0,4,11.654058,20.354166,20.354166,28.1125,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,20.354166,274.86462,0.0
4,0,4,21.284498,22.241667,22.241667,22.566666,3.4028235E38,3.4028235E38,1.8875,0.0,0.0,1.9073486E-6,22.241667,247.49582,0.0
5,0,4,32.727276,29.675,29.675,40.0,3.4028235E38,3.4028235E38,7.4333334,0.0,0.0,3.8146973E-6,29.675,139.7124,0.0
6,0,4,5.625,29.675,29.675,40.0,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,29.675,329.7124,0.0
7,0,4,25.726986,28.729166,28.729166,40.0,3.4028235E38,3.4028235E38,0.0,0.94583327,0.0,0.0,29.675,329.7124,0.0
8,0,4,8.012072,28.729166,28.729166,46.352108,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,28.729166,343.427,0.0
9,0,4,100.42687,30.420832,30.420832,40.0,3.4028235E38,3.4028235E38,2.65,0.9583333,0.0,0.0,31.379166,485.73615,0.0
10,0,4,9.081125,30.420832,30.420832,43.68148,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,30.420832,318.8977,0.0
11,0,4,40.36444,32.854164,32.854164,40.0,3.4028235E38,3.4028235E38,3.1875,0.7541666,0.0,0.0,33.60833,430.12418,0.0
12,0,4,9.819294,32.854164,32.854164,43.83387,3.4028235E38,3.4028235E38,0.0,0.0,0.0,0.0,32.854164,283.6144,0.0
13,0,4,92.67033,25.887497,25.887497,40.0,3.4028235E38,3.4028235E38,2.9083333,9.874999,0.0,0.0,35.762497,395.30167,0.0
14,0,4,27.46273,25.887497,25.887497,38.191666,3.4028235E38,3.4028235E38,0.0,0.0,0.0,1.9073486E-6,25.887497,384.6311,0.0
