0.0,0.0,0.0,0.0,439.645356775,1784.0,0.0,0.0,0.0,625.4,0.0,723.258521185,0.0,686.366666667,0.0,412.3,368.75,0.0,0.0,0.0,0.0,464.833333333,0.0,0.0,0.0,654.5,303.31670524,0.0,0.0,0.0,879.350292933,0.0,332.447317067,0.0,
0.0,0.0,0.0,0.0,462.054643758,1729.05432224,0.0,0.0,0.0,610.429335729,0.0,647.925210228,0.0,713.633333333,0.0,430.0,137.85,0.0,0.0,0.0,0.0,548.116666667,0.0,0.0,0.0,692.25,380.049981707,0.0,0.0,0.0,976.866392667,0.0,339.104808067,0.0,
0.0,0.0,0.0,0.0,463.299999467,1663.02604066,0.0,0.0,0.0,661.918626564,0.0,911.74960192,0.0,563.17762343,0.0,465.7,579.183333333,0.0,0.0,0.0,0.0,531.616666667,0.0,0.0,0.0,311.614378067,381.29997972,0.0,0.0,0.0,794.77184887,0.0,324.136602867,0.0,
0.0,0.0,0.0,0.0,446.033332773,1448.71826411,0.0,0.0,0.0,668.252037707,0.0,752.366666667,0.0,694.66278604,0.0,403.333333333,265.19152484,0.0,0.0,0.0,0.0,429.4,0.0,0.0,0.0,722.24148552,335.666666667,0.0,0.0,0.0,1137.04479886,0.0,307.3612476,0.0,
0.0,0.0,0.0,0.0,120.213325683,1805.26804166,0.0,0.0,0.0,133.70767856,0.0,762.55,0.0,733.361832477,0.0,435.9,340.196834893,0.0,0.0,0.0,0.0,547.493085733,0.0,0.0,0.0,893.63287133,75.94232772,0.0,0.0,0.0,793.516666667,0.0,285.8711612,0.0,
0.0,0.0,0.0,0.0,140.253341544,1991.07319064,0.0,0.0,0.0,948.246199587,0.0,591.465126667,0.0,700.495771187,0.0,374.966666667,23.9008881867,0.0,0.0,0.0,0.0,510.0902476,0.0,0.0,0.0,803.71881775,348.199936284,0.0,0.0,0.0,193.88019675,0.0,283.3781744,0.0,
0.0,0.0,0.0,0.0,943.099349507,1190.95710856,0.0,0.0,0.0,470.834092653,0.0,688.018206667,0.0,501.676414653,0.0,171.368283363,300.327473453,0.0,0.0,0.0,0.0,424.35859708,0.0,0.0,0.0,604.642447333,345.962489393,0.0,0.0,0.0,1042.76873762,0.0,282.5605952,0.0,
0.0,0.0,0.0,0.0,304.95065156,1695.86968671,0.0,0.0,0.0,548.5620292,0.0,310.3834008,0.0,525.425538427,0.0,541.881716637,781.799945293,0.0,0.0,0.0,0.0,412.44140292,0.0,0.0,0.0,465.666592387,482.52856727,0.0,0.0,0.0,437.0916204,0.0,282.3018,0.0,
0.0,0.0,0.0,0.0,361.386918141,1173.26608261,0.0,0.0,0.0,481.85,0.0,585.344674993,0.0,575.533913071,0.0,275.413740877,262.216644347,0.0,0.0,0.0,0.0,331.616635587,0.0,0.0,0.0,568.683407613,233.43332744,0.0,0.0,0.0,1449.24277856,0.0,283.01076,0.0,
0.0,0.0,0.0,0.0,323.063080793,1299.76726282,0.0,0.0,0.0,483.8,0.0,793.938590874,0.0,484.666120715,0.0,327.136259123,257.583355653,0.0,0.0,0.0,0.0,388.033364413,0.0,0.0,0.0,488.05,222.60001856,0.0,0.0,0.0,622.466666667,0.0,254.8275336,0.0,
0.0,0.0,0.0,0.0,275.0,1083.0,0.0,0.0,0.0,387.0,0.0,464.0,0.0,425.0,0.0,263.0,228.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,425.0,186.0,0.0,0.0,0.0,573.0,0.0,204.0,0.0,
0.0,0.0,0.0,0.0,250.000000001,987.0,0.0,0.0,0.0,352.0,0.0,423.0,0.0,386.0,0.0,240.0,208.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,389.0,170.0,0.0,0.0,0.0,522.0,0.0,186.0,0.0,
