Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV
2,2,29,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,29,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,29,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,30,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,30,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,30,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,30,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,30,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,31,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,31,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,31,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,31,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,31,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,32,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,32,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,32,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,32,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,32,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,33,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,33,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,33,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,33,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,33,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,34,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,34,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,34,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,34,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,34,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,35,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,35,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,35,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,35,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,35,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,36,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,36,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,36,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,36,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,36,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,37,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,37,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,37,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,37,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,37,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,38,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,38,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,38,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,38,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,38,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,39,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,39,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,39,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,39,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,39,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,40,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,40,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,40,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,40,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,40,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,41,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,41,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,41,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,41,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,41,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,42,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,42,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,42,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,42,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,42,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,43,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,43,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,43,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,43,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,43,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,44,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,44,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,44,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,44,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,44,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,45,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,45,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,45,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,45,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,45,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,46,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,46,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,46,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,46,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,46,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,47,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,47,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,47,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,47,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,47,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,48,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,48,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,48,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,48,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,48,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,49,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,49,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,49,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,49,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,49,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,50,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,50,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,50,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,50,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,50,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,51,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,51,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,51,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,51,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,51,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,52,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,52,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,52,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,52,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,52,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,53,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,53,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,53,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,53,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,53,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,54,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,54,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,54,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,54,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,54,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,55,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,55,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,55,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,55,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,55,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,56,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,56,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,56,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,56,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,56,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,57,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,57,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,57,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,57,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,57,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,58,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,58,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,58,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,58,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,58,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
0,2,59,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
1,2,59,14.285712,8.333333,8.333333,2.86E+01,3.40E+38,3.40E+38,0,0,0,0
2,2,59,14.285712,8.333333,8.333333,2.52E+01,3.40E+38,3.40E+38,0,0,0,0
3,2,59,22.094387,11.666666,11.666666,2.86E+01,3.40E+38,3.40E+38,3.3333333,0,0,0
4,2,59,19.999998,11.666666,1.17E+01,3.40E+38,3.40E+38,3.40E+38,0,0,0,0
