Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,0,0,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,180
1,0,0,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,180
2,0,0,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,180
3,0,0,37.594643,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,3.81E-06,83.333336,135
4,0,0,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,180
0,0,1,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,1,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,1,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,1,37.594635,83.33334,83.33334,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.33334,252.8125
4,0,1,35.789177,83.33334,83.33334,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.33334,442.81247
0,0,2,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,2,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,2,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,2,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.81248
4,0,2,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,3,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,3,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,3,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,3,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,3,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,4,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,4,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,4,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,4,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,4,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,5,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,5,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,5,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,5,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,5,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,6,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,6,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,6,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,6,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,6,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,7,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,7,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,7,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,7,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,7,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,8,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,8,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,8,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,8,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,8,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,9,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,9,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,9,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,9,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,9,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,10,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,10,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,10,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,10,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,10,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,11,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,11,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,11,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,11,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,11,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,12,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,12,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,12,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,12,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,12,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,13,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,13,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,13,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,13,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
4,0,13,35.789177,83.333336,83.333336,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
0,0,14,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
1,0,14,35.789177,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
2,0,14,35.789177,83.333336,83.333336,114.28572,3.40E+38,3.40E+38,0,0,0,0,83.333336,442.81247
3,0,14,37.594635,83.333336,83.333336,152.38095,3.40E+38,3.40E+38,0,0,0,0,83.333336,252.8125
