Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,0,0,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,180
1,0,0,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,180
2,0,0,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,180
3,0,0,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,135
4,0,0,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,180
0,0,1,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,1,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,1,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,1,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,1,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,2,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,2,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,2,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,2,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,2,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,3,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,3,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,3,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,3,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,3,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,4,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,4,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,4,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,4,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,4,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,5,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,5,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,5,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,5,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,5,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,6,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,6,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,6,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,6,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,6,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,7,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,7,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,7,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,7,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,7,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,8,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,8,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,8,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,8,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,8,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,0,9,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
1,0,9,35.789185,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
2,0,9,35.789185,125,125,171.42857,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
3,0,9,37.594635,125,125,228.57144,3.40E+38,3.40E+38,0,0,0,0,125,252.8125
4,0,9,35.789185,125,125,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,125,442.81253
0,1,0,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,442.81253
1,1,0,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,442.81253
2,1,0,45.66562,155,155,171.42857,3.40E+38,3.40E+38,0,0,0,0,155,442.81253
3,1,0,52.44464,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,7.63E-06,155,252.8125
4,1,0,45.66562,155,155,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,155,442.81253
0,1,1,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
1,1,1,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
2,1,1,45.66562,155,155,171.42857,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
3,1,1,52.44464,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,7.63E-06,155,176.68748
4,1,1,45.66562,155,155,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
0,1,2,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
1,1,2,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
2,1,2,45.66562,155,155,171.42857,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
3,1,2,52.44464,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,7.63E-06,155,176.68748
4,1,2,45.66562,155,155,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
0,1,3,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
1,1,3,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
2,1,3,45.66562,155,155,171.42857,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
3,1,3,52.44464,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,7.63E-06,155,176.68748
4,1,3,45.66562,155,155,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
0,1,4,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
1,1,4,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
2,1,4,45.66562,155,155,171.42857,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
3,1,4,52.44464,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,7.63E-06,155,176.68748
4,1,4,45.66562,155,155,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
0,1,5,45.66562,155,155,228.57144,3.40E+38,3.40E+38,0,0,0,0,155,366.68753
