Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,0,0,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,135
1,0,0,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,135
2,0,0,37.594635,250,250,267.5689,3.40E+38,3.40E+38,0,0,0,0,250,135
3,0,0,56.308838,315,315,342.85455,3.40E+38,3.40E+38,65,0,0,1.14E-05,315,135
4,0,0,54.022064,315,315,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,315,135
0,0,1,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
1,0,1,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
2,0,1,37.594635,250,250,267.5689,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
3,0,1,56.308838,315,315,342.85455,3.40E+38,3.40E+38,65,0,0,1.14E-05,315,157.98015
4,0,1,54.022064,315,315,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,315,170.34073
0,0,2,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
1,0,2,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
2,0,2,37.594635,250,250,267.5689,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
3,0,2,56.308838,315,315,342.85455,3.40E+38,3.40E+38,65,0,0,1.14E-05,315,157.98015
4,0,2,54.022064,315,315,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,315,170.34073
0,0,3,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
1,0,3,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
2,0,3,37.594635,250,250,267.5689,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
3,0,3,56.308838,315,315,342.85455,3.40E+38,3.40E+38,65,0,0,1.14E-05,315,157.98015
4,0,3,54.022064,315,315,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,315,170.34073
0,0,4,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
1,0,4,37.594635,250,250,342.85715,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
2,0,4,37.594635,250,250,267.5689,3.40E+38,3.40E+38,0,0,0,0,250,252.8125
3,0,4,56.308838,315,315,342.85455,3.40E+38,3.40E+38,65,0,0,1.14E-05,315,157.98015
4,0,4,54.022064,315,315,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,315,170.34073
0,1,0,45.465515,285,285,342.85715,3.40E+38,3.40E+38,0,0,0,1.53E-05,285,252.8125
1,1,0,45.465515,285,285,342.85715,3.40E+38,3.40E+38,0,0,0,1.53E-05,285,252.8125
2,1,0,53.324554,277.14096,285,277.14096,3.40E+38,3.40E+38,0,0,0,7.8590546,277.14096,252.8125
3,1,0,64.28531,332.56915,332.56915,342.8548,3.40E+38,3.40E+38,55.428192,0,0,3.05E-05,332.56915,157.98042
4,1,0,60.16809,332.56915,332.56915,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,332.56915,170.341
0,1,1,45.465515,285,285,342.85715,3.40E+38,3.40E+38,0,0,0,1.53E-05,285,208.40625
1,1,1,45.465515,285,285,342.85715,333.0051,3.40E+38,0,0,0,1.53E-05,285,208.40625
