Segment, Period, Step, NV, MF, MI, MO1, MO2, MO3, ONRF, OFRF, DEF, UV, SF, KQ, ASF
29, 0, 0, 32.00248939393939, 20.000000000000085, 20.000000000000085, 49.705814583333336, 55.709821748298154, 49.705814583333336, 0.0, 0.0, 0.0, 0.0, 20.000000000000085, 359.01458333333335, 45.63860689655173
30, 0, 0, 166.05719, 8.412499000000086, 8.412499000000086, 20.000000000000007, 8.412499000000011, 20.0, 0.0, 11.587501, 0.0, 0.0, 20.000000000000085, 489.2096774727605, 55.709821748298154
31, 0, 0, 69.88636363636344, 8.412499000000285, 8.412499000000086, 28.595833333333335, 34.019642758620705, 30.0, 1.4041666666666655, 0.0, 0.0, 0.0, 8.412499000000285, 89.93958333333336, 20.00000000000001
32, 0, 0, 79.91164583333294, 8.44609906666735, 8.44609906666695, 20.000000000000007, 18.629433400003535, 20.0, 0.0, 1.3705666, 0.0, 0.0, 9.81666566666735, 280.0, 34.019642758620705
33, 0, 0, 9.1193181818078, 8.44609906667773, 8.44609906666735, 20.000000000000007, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 8.44609906667773, 89.45625000000001, 20.000000000003535
0, 0, 1, 57.57471212121178, 21.250000000000334, 21.249999999999993, 30.000000000000014, 33.927548965517275, 30.0, 0.0, 0.0, 0.0, 0.0, 21.250000000000334, 261.875, 34.06906068965519
1, 0, 1, 22.17344886363624, 20.908333330000342, 20.908333330000215, 30.000000000000014, 33.61843470931036, 30.0, 0.0, 0.34166667, 0.0, 0.0, 21.25000000000034, 261.8749999999982, 33.927548965517275
2, 0, 1, 22.03935511363626, 19.204166830000453, 19.20416683000035, 19.204166830000453, 32.97874177586209, 30.0, 0.0, 1.7041665, 0.0, 0.0, 20.908333330000453, 266.8291667149982, 33.96010137931036
3, 0, 1, 10.865273607954492, 19.204166830000464, 19.20416683000041, 28.1125, 33.69373931034485, 30.0, 1.8875000000000004, 0.0, 0.0, 0.0, 19.204166830000464, 291.5395809649976, 34.68290827586209
4, 0, 1, 20.051707196969588, 21.09166683000047, 21.09166683000036, 21.09166683000047, 30.00000000000003, 30.0, 7.433333333333334, 0.0, 0.0, 0.0, 21.09166683000047, 264.1708309649961, 33.69373931034485
5, 0, 1, 32.72727272727262, 28.525000163333804, 28.525000163333697, 28.525000163333804, 43.10344827586211, 40.0, 0.0, 0.0, 0.0, 0.0, 28.525000163333804, 156.3874976314009, 30.00000000000003
6, 0, 1, 5.624999999999979, 28.525000163333804, 28.525000163333782, 40.000000000000014, 45.39217820689658, 40.0, 0.0, 0.0, 0.0, 0.0, 28.525000163333804, 346.38749763140055, 43.10344827586211
7, 0, 1, 24.682040242424137, 27.579166763333816, 27.57916676333371, 27.579166763333816, 44.71590591034487, 40.0, 0.0, 0.9458334000000002, 0.0, 0.0, 28.525000163333818, 346.3874976313992, 45.39217820689658
8, 0, 1, 7.602454507575715, 27.57916676333381, 27.579166763333767, 46.28765833333334, 55.54605080918493, 48.93765833333334, 2.65, 0.0, 0.0, 0.0, 27.57916676333381, 360.10208193139846, 45.66173931034487
9, 0, 1, 96.28651969696928, 29.27083336333382, 29.270833363333395, 29.27083336333382, 44.16109970344832, 40.0, 0.0, 0.9583334, 0.0, 0.0, 30.229166763333822, 502.1619413386922, 55.54605080918493
10, 0, 1, 8.613699734848439, 29.270833363333814, 29.270833363333768, 46.18944029666851, 52.52627972804993, 46.81860833333334, 0.6291680366648329, 0.0, 0.0, 0.0, 29.270833363333814, 335.5729162313918, 45.11943310344832
11, 0, 1, 38.81108522727253, 29.145834699998648, 29.145834699998453, 29.145834699998648, 43.49753605862074, 40.0, 0.0, 0.7541667, 0.0, 0.0, 29.900001399998647, 447.37310599050153, 52.52627972804993
12, 0, 1, 9.302155047348435, 29.14583469999864, 29.14583469999859, 43.643237500000005, 51.82168251455325, 46.55157083333334, 2.908333333333333, 0.0, 0.0, 0.0, 29.14583469999864, 300.28958338138807, 44.25170275862074
13, 0, 1, 89.32663749999969, 22.179167033331865, 22.179167033331552, 36.61032934482762, 36.61032934482764, 40.0, 0.0, 9.875001, 0.0, 0.0, 32.05416803333186, 410.9405859269323, 51.82168251455325
14, 0, 1, 26.049306060605872, 22.179167033331865, 22.179167033331677, 38.19166666666667, 45.52457820689657, 40.0, 1.8083333333333333, 0.0, 0.0, 0.0, 22.179167033331865, 401.30626454804576, 46.48533034482764
15, 0, 1, 19.86520772727262, 23.987500366665316, 23.987500366665206, 50.0, 58.846382758620734, 50.0, 0.0, 0.0, 0.0, 0.0, 23.987500366665316, 375.08543121471246, 45.52457820689657
16, 0, 1, 33.28670012310583, 23.987500366665316, 23.98750036666509, 50.00000000000003, 58.84638275862075, 50.0, 0.0, 0.0, 0.0, 0.0, 23.987500366665316, 565.0854312147126, 58.846382758620734
17, 0, 1, 12.695477812499902, 23.987500366665316, 23.987500366665216, 50.00000000000003, 58.84638275862075, 50.0, 0.0, 0.0, 0.0, 0.0, 23.987500366665316, 565.0854312147111, 58.84638275862075
18, 0, 1, 27.479389204545257, 22.412500166665314, 22.41250016666511, 40.000000000000014, 44.29786531724143, 40.0, 0.0, 1.5750002, 0.0, 0.0, 23.987500366665316, 565.0854312147081, 58.84638275862075
19, 0, 1, 29.638578124999796, 21.158333466665315, 21.15833346666511, 40.000000000000014, 45.08145536896556, 40.0, 0.0, 1.2541667, 0.0, 0.0, 22.412500166665314, 397.9229341147065, 45.87286551724143
20, 0, 1, 26.206356742424063, 21.158333466665315, 21.158333466665134, 40.0, 45.247954482758644, 40.0, 0.0, 0.0, 0.0, 0.0, 21.158333466665315, 416.10835126470386, 46.335622068965556
21, 0, 1, 29.518369318181684, 21.158333466665372, 21.158333466665233, 21.158333466665372, 45.70521931034486, 40.0, 0.0, 0.0, 0.0, 0.0, 21.158333466665372, 410.8520843000169, 45.247954482758644
22, 0, 1, 11.053899999999956, 21.158333466665365, 21.15833346666532, 40.000000000000014, 45.65200855172418, 40.0, 0.0, 0.0, 0.0, 0.0, 21.158333466665365, 410.85208430001614, 45.70521931034486
23, 0, 1, 27.85394204545436, 19.800000166665424, 19.80000016666523, 40.000000000000014, 44.750257044827606, 40.0, 0.0, 1.3583333, 0.0, 0.0, 21.158333466665425, 410.8520843000143, 45.65200855172418
24, 0, 1, 22.16374303030291, 19.800000166665544, 19.800000166665424, 37.079166666666666, 44.796189655172434, 40.0, 2.9208333333333334, 0.0, 0.0, 0.0, 19.800000166665544, 430.5479171500143, 46.108590344827604
25, 0, 1, 27.19542140151505, 22.720833499998985, 22.72083349999888, 40.0, 44.385026896551764, 40.0, 0.0, 0.0, 0.0, 0.0, 22.720833499998985, 430.5479171500143, 44.796189655172434
26, 0, 1, 33.07304261363619, 22.720833499999042, 22.720833499998864, 40.000000000000014, 44.73984344827591, 40.0, 0.0, 0.0, 0.0, 0.0, 22.720833499999042, 430.5479171500122, 44.385026896551764
27, 0, 1, 141.1977668560598, 22.72083349999907, 22.72083349999825, 40.000000000000014, 44.82023241379315, 40.0, 0.0, 0.0, 0.0, 0.0, 22.72083349999907, 430.54791715000067, 44.73984344827591
28, 0, 1, 31.280292613636178, 19.999999999999126, 19.999999999998938, 40.000000000000014, 42.917773396551745, 40.0, 0.0, 2.7208335, 0.0, 0.0, 22.720833499999127, 430.5479171499988, 44.82023241379315
29, 0, 1, 32.00248939393923, 19.99999999999929, 19.999999999999126, 49.705814583333336, 55.70982174829818, 49.705814583333336, 0.0, 0.0, 0.0, 0.0, 19.99999999999929, 469.99999999999875, 45.63860689655174
30, 0, 1, 166.05718999999925, 8.412498000000017, 8.412497999999289, 8.412499000000011, 8.412498000000017, 20.0, 0.0, 11.587502, 0.0, 0.0, 20.000000000000018, 658.283625938966, 55.70982174829818
31, 0, 1, 69.88636363636343, 8.412498000000031, 8.412497999999815, 28.595833333333335, 34.01964275862072, 30.0, 1.4041666666666666, 0.0, 0.0, 0.0, 8.412498000000031, 258.0187644999959, 20.000000000000018
32, 0, 1, 79.91164583333293, 8.446098066666709, 8.446098066666295, 18.629433400003535, 18.62943340000354, 20.0, 0.0, 1.3705666, 0.0, 0.0, 9.816664666666709, 427.65834783332343, 34.01964275862072
33, 0, 1, 9.119318181818166, 8.446098066656344, 8.446098066656328, 20.000000000000007, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 8.446098066656344, 257.5315635331729, 20.00000000000354
0, 0, 2, 57.574712121211775, 21.25, 21.24999999999966, 21.25, 33.927548965517275, 30.0, 0.0, 0.0, 0.0, 0.0, 21.25, 261.87499999999517, 34.0690606896552
1, 0, 2, 22.17344886363624, 20.90833333, 20.908333329999873, 20.90833333, 33.61843470931037, 30.0, 0.0, 0.34166667, 0.0, 0.0, 21.25, 261.87499999999505, 33.927548965517275
2, 0, 2, 22.03935511363626, 19.204166830000002, 19.2041668299999, 19.204166830000002, 32.97874177586209, 30.0, 0.0, 1.7041665, 0.0, 0.0, 20.90833333, 266.82916671499345, 33.96010137931037
3, 0, 2, 10.865273607954492, 19.204166830000002, 19.20416682999995, 19.204166830000002, 33.69373931034485, 30.0, 1.887499999999999, 0.0, 0.0, 0.0, 19.204166830000002, 291.53958096499326, 34.68290827586209
4, 0, 2, 20.051707196969588, 21.09166683, 21.09166682999989, 21.09166683, 30.00000000000003, 30.0, 7.433333333315378, 0.0, 0.0, 0.0, 21.09166683, 264.1708309649932, 33.69373931034485
5, 0, 2, 32.727272727272634, 28.525000163315365, 28.525000163315273, 28.525000163315365, 43.10344827586211, 40.0, 0.0, 0.0, 0.0, 0.0, 28.525000163315365, 156.38749763165987, 30.00000000000003
6, 0, 2, 5.624999999999979, 28.525000163315365, 28.525000163315344, 28.525000163315365, 45.39217820689658, 40.0, 0.0, 0.0, 0.0, 0.0, 28.525000163315365, 346.38749763165987, 43.10344827586211
7, 0, 2, 24.682040242424137, 27.579166763315364, 27.579166763315257, 27.579166763315364, 44.715905910344866, 40.0, 0.0, 0.9458334000000002, 0.0, 0.0, 28.525000163315365, 346.38749763165964, 45.39217820689658
8, 0, 2, 7.602454507575715, 27.579166763315364, 27.57916676331532, 46.28765833333334, 55.54605080918493, 48.93765833333334, 2.649999999999999, 0.0, 0.0, 0.0, 27.579166763315364, 360.10208193165977, 45.66173931034486
9, 0, 2, 96.28651969696926, 29.270833363315376, 29.270833363314935, 29.270833363315376, 44.16109970344832, 40.0, 0.0, 0.9583334, 0.0, 0.0, 30.229166763315376, 502.16194133896505, 55.54605080918493
10, 0, 2, 8.613699734848439, 29.270833363315376, 29.27083336331533, 29.270833363315376, 52.526279728049936, 46.81860833333334, 3.1875, 0.0, 0.0, 0.0, 29.270833363315376, 335.5729162316597, 45.11943310344832
11, 0, 2, 38.811085227272514, 31.70416666331539, 31.704166663315178, 31.70416666331539, 43.49753605862073, 40.0, 0.0, 0.7541667, 0.0, 0.0, 32.45833336331539, 486.98963325303845, 52.526279728049936
12, 0, 2, 9.302155047348435, 31.70416666331539, 31.70416666331534, 43.643237500000005, 51.82168251455325, 46.55157083333334, 2.908333333333332, 0.0, 0.0, 0.0, 31.70416666331539, 337.38539685001973, 44.25170275862073
13, 0, 2, 89.32663749999968, 24.73749899664874, 24.737498996648412, 36.61032934482764, 36.61032934482764, 40.0, 0.0, 9.875001, 0.0, 0.0, 34.61249999664874, 450.78436864422457, 51.82168251455325
14, 0, 2, 26.049306060605858, 24.737498996648753, 24.73749899664855, 24.737498996648753, 45.52457820689659, 40.0, 1.524998329999935, 0.0, 0.0, 0.0, 24.737498996648753, 438.40207801668794, 46.48533034482764
15, 0, 2, 19.865207727272605, 26.26249732664869, 26.26249732664858, 26.26249732664869, 58.84638275862074, 50.0, 0.0, 0.0, 0.0, 0.0, 26.26249732664869, 412.18124468335293, 45.52457820689659
16, 0, 2, 33.28670012310582, 26.262497326648703, 26.26249732664846, 26.262497326648703, 58.84638275862074, 50.0, 0.0, 0.0, 0.0, 0.0, 26.262497326648703, 602.1812446833529, 58.84638275862074
17, 0, 2, 12.695477812499917, 26.26249732664869, 26.262497326648603, 26.26249732664869, 58.84638275862075, 50.0, 0.0, 0.0, 0.0, 0.0, 26.26249732664869, 602.1812446833529, 58.84638275862074
18, 0, 2, 27.479389204545242, 24.6874971266487, 24.687497126648484, 24.6874971266487, 44.29786531724143, 40.0, 0.0, 1.5750002, 0.0, 0.0, 26.262497326648703, 602.1812446833529, 58.84638275862075
19, 0, 2, 29.638578124999782, 23.433330426648716, 23.433330426648496, 23.433330426648716, 45.081455368965564, 40.0, 0.0, 1.2541667, 0.0, 0.0, 24.687497126648715, 435.01874758335293, 45.87286551724143
20, 0, 2, 26.20635674242405, 23.43333042664873, 23.433330426648535, 23.43333042664873, 45.24795448275866, 40.0, 0.0, 0.0, 0.0, 0.0, 23.43333042664873, 453.2041647333529, 46.33562206896556
21, 0, 2, 29.51836931818167, 23.433330426648745, 23.433330426648592, 23.433330426648745, 45.70521931034485, 40.0, 0.0, 0.0, 0.0, 0.0, 23.433330426648745, 453.2041647333521, 45.24795448275866
22, 0, 2, 11.053899999999956, 23.433330426648745, 23.433330426648702, 23.433330426648745, 45.65200855172419, 40.0, 0.0, 0.0, 0.0, 0.0, 23.433330426648745, 453.20416473335223, 45.70521931034485
23, 0, 2, 27.853942045454346, 22.07499712664876, 22.074997126648555, 22.07499712664876, 44.75025704482763, 40.0, 0.0, 1.3583333, 0.0, 0.0, 23.43333042664876, 453.2041647333513, 45.65200855172419
24, 0, 2, 22.163743030302896, 22.074997126648775, 22.07499712664864, 22.074997126648775, 44.79618965517245, 40.0, 0.01249999999954099, 0.0, 0.0, 0.0, 22.074997126648775, 472.8999975833496, 46.108590344827626
25, 0, 2, 27.195421401515034, 22.08749712664833, 22.08749712664821, 22.08749712664833, 44.38502689655177, 40.0, 0.0, 0.0, 0.0, 0.0, 22.08749712664833, 430.54791425001474, 44.79618965517245
26, 0, 2, 33.073042613636176, 22.087497126648344, 22.087497126648152, 40.000000000000014, 44.73984344827591, 40.0, 0.0, 0.0, 0.0, 0.0, 22.087497126648344, 430.5479142500139, 44.38502689655177
27, 0, 2, 141.1977668560598, 22.087497126648344, 22.08749712664752, 22.087497126648344, 44.82023241379316, 40.0, 0.0, 0.0, 0.0, 0.0, 22.087497126648344, 430.5479142500135, 44.73984344827591
28, 0, 2, 31.280292613636163, 19.366663626648357, 19.366663626648155, 19.366663626648357, 42.91777339655176, 40.0, 0.0, 2.7208335, 0.0, 0.0, 22.08749712664836, 430.54791425001264, 44.82023241379316
29, 0, 2, 32.002489393939214, 19.36666362664837, 19.366663626648194, 49.072479209981594, 55.7098217482982, 49.705814583333336, 0.6333353733517377, 0.0, 0.0, 0.0, 19.36666362664837, 470.0000000000103, 45.63860689655176
30, 0, 2, 166.05718999999925, 8.412498000000106, 8.412497999999374, 8.412498000000017, 8.412499000000018, 20.0, 0.0, 11.587501, 0.0, 0.0, 19.999999000000106, 658.2836259389671, 55.7098217482982
31, 0, 2, 69.88636363636343, 8.412498000000106, 8.412497999999893, 28.59583333333333, 34.01964275862072, 30.0, 1.4041666666666677, 0.0, 0.0, 0.0, 8.412498000000106, 258.01877899999954, 20.000000000000018
32, 0, 2, 79.91164583333293, 8.44609806666677, 8.446098066666366, 18.62943340000354, 18.62943340000001, 20.0, 0.0, 1.3705666, 0.0, 0.0, 9.816664666666771, 427.6583623333327, 34.01964275862072
33, 0, 2, 9.119318181818166, 8.44609806666677, 8.446098066666755, 20.000000000000007, 20.0, 20.0, 0.0, 0.0, 0.0, 0.0, 8.44609806666677, 257.531578033483, 20.00000000000001
0, 0, 3, 57.574712121211775, 21.25, 21.249999999999652, 21.25, 33.927548965517275, 30.0, 0.0, 0.0, 0.0, 0.0, 21.25, 261.875, 34.0690606896552
1, 0, 3, 22.173448863636224, 20.908333330000016, 20.908333329999873, 20.908333330000016, 33.61843470931037, 30.0, 0.0, 0.34166667, 0.0, 0.0, 21.250000000000014, 261.875, 33.927548965517275
2, 0, 3, 22.039355113636248, 19.20416683000003, 19.204166829999913, 19.20416683000003, 32.97874177586209, 30.0, 0.0, 1.7041665, 0.0, 0.0, 20.90833333000003, 266.829166715, 33.96010137931037
3, 0, 3, 10.865273607954506, 19.204166830000016, 19.204166829999977, 19.204166830000016, 33.69373931034485, 30.0, 1.8875000000000002, 0.0, 0.0, 0.0, 19.204166830000016, 291.53958096499997, 34.68290827586209
4, 0, 3, 20.051707196969602, 21.09166683, 21.091666829999905, 21.09166683, 30.00000000000003, 30.0, 7.433333333333341, 0.0, 0.0, 0.0, 21.09166683, 264.170830965, 33.69373931034485
5, 0, 3, 32.727272727272634, 28.525000163333342, 28.52500016333325, 28.525000163333342, 43.10344827586211, 40.0, 0.0, 0.0, 0.0, 0.0, 28.525000163333342, 156.3874976319272, 30.00000000000003
6, 0, 3, 5.624999999999979, 28.525000163333342, 28.52500016333332, 28.525000163333342, 45.39217820689658, 40.0, 0.0, 0.0, 0.0, 0.0, 28.525000163333342, 346.3874976319272, 43.10344827586211
7, 0, 3, 24.682040242424137, 27.57916676333334, 27.579166763333234, 27.57916676333334, 44.715905910344866, 40.0, 0.0, 0.9458334000000002, 0.0, 0.0, 28.525000163333342, 346.3874976319272, 45.39217820689658
8, 0, 3, 7.602454507575715, 27.57916676333334, 27.579166763333298, 27.57916676333334, 55.54605080918493, 48.93765833333334, 0.0, 0.0, 0.0, 0.0, 27.57916676333334, 360.1020819319272, 45.66173931034486
9, 0, 3, 96.28651969696926, 26.62083336333334, 26.620833363332906, 26.62083336333334, 44.16109970344832, 40.0, 0.0, 0.9583334, 0.0, 0.0, 27.57916676333334, 502.1619413392383, 55.54605080918493
10, 0, 3, 8.613699734848439, 26.62083336333334, 26.620833363333293, 26.62083336333334, 52.52627972804994, 46.81860833333334, 5.745831963335167, 0.0, 0.0, 0.0, 26.62083336333334, 335.572916231927, 45.11943310344832
11, 0, 3, 38.811085227272514, 31.612498626668504, 31.61249862666829, 31.612498626668504, 43.49753605862073, 40.0, 0.0, 0.7541667, 0.0, 0.0, 32.3666653266685, 447.3731059910761, 52.52627972804994
12, 0, 3, 9.302155047348435, 31.612498626668504, 31.612498626668454, 31.612498626668504, 51.82168251455325, 46.55157083333334, 2.9083333333333323, 0.0, 0.0, 0.0, 31.612498626668504, 300.28958338192683, 44.25170275862073
13, 0, 3, 89.32663749999966, 24.645830960001856, 24.645830960001504, 36.61032934482764, 36.61032934482764, 40.0, 0.0, 9.875001, 0.0, 0.0, 34.52083196000186, 410.9405859275174, 51.82168251455325
14, 0, 3, 26.049306060605858, 24.645830960001856, 24.645830960001653, 24.645830960001856, 45.52457820689659, 40.0, 1.808333333333332, 0.0, 0.0, 0.0, 24.645830960001856, 401.30626454859305, 46.48533034482764
15, 0, 3, 19.865207727272633, 26.45416429333516, 26.45416429333507, 26.45416429333516, 58.84638275862075, 50.0, 0.0, 0.0, 0.0, 0.0, 26.45416429333516, 379.193788763594, 45.52457820689659
16, 0, 3, 33.28670012310582, 26.45416429333516, 26.45416429333492, 26.45416429333516, 58.846382758620734, 50.0, 0.0, 0.0, 0.0, 0.0, 26.45416429333516, 569.1937887635938, 58.84638275862075
17, 0, 3, 12.695477812499917, 26.45416429333516, 26.454164293335076, 26.45416429333516, 58.84638275862075, 50.0, 0.0, 0.0, 0.0, 0.0, 26.45416429333516, 569.1937887635941, 58.846382758620734
18, 0, 3, 27.479389204545242, 24.87916409333516, 24.879164093334943, 24.87916409333516, 44.29786531724143, 40.0, 0.0, 1.5750002, 0.0, 0.0, 26.45416429333516, 569.1937887635938, 58.84638275862075
19, 0, 3, 29.638578124999782, 23.62499739333516, 23.62499739333494, 23.62499739333516, 45.08145536896557, 40.0, 0.0, 1.2541667, 0.0, 0.0, 24.87916409333516, 402.0312916635936, 45.87286551724143
20, 0, 3, 26.20635674242405, 23.62499739333516, 23.624997393334965, 23.62499739333516, 45.247954482758665, 40.0, 0.45417020666488384, 0.0, 0.0, 0.0, 23.62499739333516, 420.2167088135934, 46.33562206896557
21, 0, 3, 29.51836931818167, 24.079167600000044, 24.07916759999989, 24.079167600000044, 45.70521931034485, 40.0, 0.0, 0.0, 0.0, 0.0, 24.079167600000044, 420.2167088135932, 45.247954482758665
22, 0, 3, 11.053899999999956, 24.079167600000044, 24.079167599999998, 24.079167600000044, 45.65200855172419, 40.0, 0.0, 0.0, 0.0, 0.0, 24.079167600000044, 420.2167088135932, 45.70521931034485
23, 0, 3, 27.853942045454346, 22.720834300000046, 22.72083429999984, 22.720834300000046, 44.75025704482763, 40.0, 0.0, 1.3583333, 0.0, 0.0, 24.079167600000048, 420.216708813593, 45.65200855172419
24, 0, 3, 22.163743030302896, 22.720834300000046, 22.72083429999991, 22.720834300000046, 44.79618965517245, 40.0, 0.0, 0.0, 0.0, 0.0, 22.720834300000046, 439.9125416635928, 46.108590344827626
25, 0, 3, 27.195421401515063, 22.720834300000018, 22.720834299999925, 22.720834300000018, 44.38502689655177, 40.0, 0.0, 0.0, 0.0, 0.0, 22.720834300000018, 439.7312916635992, 44.79618965517245
26, 0, 3, 33.073042613636176, 22.720834300000018, 22.720834299999826, 22.720834300000018, 44.73984344827591, 40.0, 0.0, 0.0, 0.0, 0.0, 22.720834300000018, 439.731291663599, 44.38502689655177
27, 0, 3, 141.1977668560598, 22.720834300000018, 22.720834299999197, 22.720834300000018, 44.82023241379316, 40.0, 0.0, 0.0, 0.0, 0.0, 22.720834300000018, 439.731291663599, 44.73984344827591
