scen,seg,period,KB,SC,nl,ONRD,ONRC,RM,OFRD,OFRC,Speed
1,0,0,57.311325,7200,3,0,0,2400,0,0,69.794235
1,1,0,57.311325,7200,3,0,0,2400,0,0,69.794235
1,2,0,63.905327,4800,2,0,0,2400,0,0,62.59259
1,3,0,57.311325,7200,3,0,0,2400,0,0,69.794235
1,4,0,72.275246,7200,3,500,2099.9768,2400,0,0,62.261982
1,5,0,65.256905,7200,3,0,0,2400,0,0,68.95822
1,0,1,75.99862,7200,3,0,0,2400,0,0,67.10648
1,1,1,75.99862,7200,3,0,0,2400,0,0,28.915907
1,2,1,90,4800,2,0,0,2400,0,0,53.333332
1,3,1,70.434784,7200,3,0,0,2400,0,0,68.14815
1,4,1,86.69893,7200,3,500,2099.9812,2400,0,0,61.13109
1,5,1,79.9599,7200,3,0,0,2400,0,0,66.283226
1,0,2,65.2568,7200,3,0,0,2400,0,0,68.958336
1,1,2,65.2568,7200,3,0,0,2400,0,0,38.321278
1,2,2,78.61693,4800,2,0,0,2400,0,0,53.333332
1,3,2,65.2568,7200,3,0,0,2400,0,0,68.14815
1,4,2,81.16802,7200,3,500,2099.979,2400,0,0,61.13109
1,5,2,74.09686,7200,3,0,0,2400,0,0,66.2832
1,0,3,57.311325,7200,3,0,0,2400,0,0,69.794235
1,1,3,57.311325,7200,3,0,0,2400,0,0,69.794235
1,2,3,63.905327,4800,2,0,0,2400,0,0,62.59259
1,3,3,57.311325,7200,3,0,0,2400,0,0,69.794235
1,4,3,72.275246,7200,3,500,2099.9768,2400,0,0,62.261982
1,5,3,65.256905,7200,3,0,0,2400,0,0,68.95822
