Seg,Period,Step,NV,MI,MF,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
20,0,59,19.209347,18.842297,18.842297,37.920418,3.40E+38,3.40E+38,0,0,0,0,18.842297,486.7868
21,0,59,22.0635,20.921879,20.921879,40,3.40E+38,3.40E+38,2.0795832,0,0,0,20.921879,456.6328
22,0,59,8.155506,20.921879,20.921879,40,3.40E+38,3.40E+38,0,0,0,0,20.921879,456.6328
23,0,59,20.999,19.788546,19.788546,40,3.40E+38,3.40E+38,0,1.1333334,0,0,20.921879,456.6328
24,0,59,16.447618,19.788546,19.788546,37.18729,3.40E+38,3.40E+38,0,0,0,0,19.788546,473.06613
25,0,59,20.740091,22.601254,22.601254,38.768543,3.40E+38,3.40E+38,2.8127084,0,0,0,22.601254,432.2819
26,0,59,25.373825,23.832712,23.832712,40,3.40E+38,3.40E+38,1.2314583,0,0,0,23.832712,414.42572
27,0,59,104.60238,23.832712,23.832712,40,3.40E+38,3.40E+38,0,0,0,0,23.832712,414.42572
28,0,59,24.257708,21.557713,21.557713,40,3.40E+38,3.40E+38,0,2.2750003,0,0,23.832712,414.42572
29,0,59,24.112263,21.557713,21.557713,46.214584,3.40E+38,3.40E+38,0,0,0,0,21.557713,447.41324
30,0,59,104.99765,15.643127,15.643127,20,3.40E+38,3.40E+38,3.7854166,9.700001,0,0,25.343128,582.5247
31,0,59,45.064095,15.643127,15.643127,28.64875,3.40E+38,3.40E+38,0,0,0,0,15.643127,153.17468
32,0,59,60.950737,15.852711,15.852711,20,3.40E+38,3.40E+38,1.3512499,1.1416668,0,0,16.994377,323.58154
33,0,59,5.996317,15.852711,15.852711,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,15.852711,150.13571
0,1,0,63.751923,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,3.81E-06,22.916666,362.9521
1,1,0,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,362.9521
2,1,0,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,367.06042
3,1,0,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,387.7229
4,1,0,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,364.82498
5,1,0,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,274.62292
6,1,0,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,464.6229
7,1,0,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,464.6229
8,1,0,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,476.10205
9,1,0,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,628.6799
10,1,0,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,455.49997
11,1,0,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,575.4514
12,1,0,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,420.2861
13,1,0,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,550.81696
14,1,0,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,499.44705
15,1,0,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,474.22614
16,1,0,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,642.40967
17,1,0,13.67124,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,642.40967
18,1,0,29.591433,28.719164,28.719164,40,3.40E+38,3.40E+38,0,1.3624998,0,1.91E-06,30.081663,642.40967
19,1,0,32.146553,27.63583,27.63583,40,3.40E+38,3.40E+38,0,1.0833331,0,3.81E-06,28.719164,471.5617
20,1,0,29.18716,27.63583,27.63583,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.63583,486.78668
21,1,0,32.322773,29.782497,29.782497,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782497,456.63275
22,1,0,12.304466,29.782497,29.782497,40,3.40E+38,3.40E+38,0,0,0,0,29.782497,456.63275
23,1,0,30.308598,28.611664,28.611664,40,3.40E+38,3.40E+38,0,1.1708332,0,0,29.782497,456.63275
24,1,0,24.879387,28.611664,28.611664,37.09625,3.40E+38,3.40E+38,0,0,0,1.91E-06,28.611664,473.0661
25,1,0,29.871758,31.515413,31.515413,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515413,432.28183
26,1,0,36.055534,32.789997,32.789997,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.789997,414.4257
27,1,0,158.04707,32.789997,32.789997,40,3.40E+38,3.40E+38,0,0,0,0,32.789997,414.4257
28,1,0,33.794956,30.435831,30.435831,40,3.40E+38,3.40E+38,0,2.3541663,0,0,32.789997,414.4257
29,1,0,36.349648,30.435831,30.435831,46.09479,3.40E+38,3.40E+38,0,0,0,3.81E-06,30.435831,447.41315
30,1,0,151.48187,20,24.320206,20,3.40E+38,3.40E+38,3.9052083,10.020833,0,4.3202057,30.020832,582.52466
31,1,0,69.88636,20,20,28.605625,3.40E+38,3.40E+38,0,0,0,0,20,153.17465
32,1,0,80.273865,20,20.40985,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,0.40985107,20.984526,323.58154
33,1,0,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,150.1357
0,1,1,63.751915,22.91667,22.91667,30,3.40E+38,3.40E+38,0,0,0,0,22.91667,237.70834
1,1,1,23.94863,22.625004,22.625004,30,3.40E+38,3.40E+38,0,0.29166672,0,0,22.91667,237.70834
2,1,1,23.841965,21.150003,21.150003,30,3.40E+38,3.40E+38,0,1.4750003,0,0,22.625004,241.9375
3,1,1,12.231939,21.150003,21.150003,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.150003,263.325
4,1,1,21.859507,22.779171,22.779171,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779171,239.70206
5,1,1,32.727272,29.200005,29.200005,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.200005,146.6
6,1,1,5.625,29.200005,29.200005,40,3.40E+38,3.40E+38,0,0,0,0,29.200005,336.6
7,1,1,25.273174,28.383337,28.383337,40,3.40E+38,3.40E+38,0,0.8166668,0,0,29.200005,336.6
8,1,1,7.8865223,28.383337,28.383337,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383337,348.44165
9,1,1,96.6598,29.85417,29.85417,40,3.40E+38,3.40E+38,2.2958333,0.8250001,0,0,30.67917,497.8922
10,1,1,8.847279,29.854172,29.854172,43.40841,3.40E+38,3.40E+38,0,0,0,0,29.854172,327.1146
11,1,1,40.233284,32.367294,32.367294,40,3.40E+38,3.40E+38,3.1672914,0.65416676,0,0,33.02146,435.98608
12,1,1,9.595989,32.367294,32.367294,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.367294,290.67426
13,1,1,90.76229,26.732292,26.732292,40,3.40E+38,3.40E+38,2.8941665,8.529167,0,0,35.26146,413.4053
14,1,1,28.543877,26.732292,26.732292,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732292,372.3818
15,1,1,21.498056,28.52917,28.52917,48.4475,3.40E+38,3.40E+38,1.796875,0,0,0,28.52917,346.32715
16,1,1,35.845085,30.081673,30.081673,50,3.40E+38,3.40E+38,1.5525,0,0,0,30.081673,513.81586
17,1,1,13.671242,30.081673,30.081673,50,3.40E+38,3.40E+38,0,0,0,1.91E-06,30.081673,513.81586
18,1,1,29.591429,28.719173,28.719173,40,3.40E+38,3.40E+38,0,1.3625003,0,0,30.081675,513.81586
19,1,1,32.14655,27.635843,27.635843,40,3.40E+38,3.40E+38,0,1.0833335,0,0,28.719177,343.5721
20,1,1,29.187162,27.635843,27.635843,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635843,359.28046
21,1,1,32.322777,29.78251,29.78251,40,3.40E+38,3.40E+38,2.1466668,0,0,3.81E-06,29.78251,328.1538
22,1,1,12.304464,29.78251,29.78251,40,3.40E+38,3.40E+38,0,0,0,0,29.78251,328.1538
23,1,1,30.3086,28.611677,28.611677,40,3.40E+38,3.40E+38,0,1.1708337,0,1.91E-06,29.78251,328.1538
24,1,1,24.879387,28.61168,28.61168,37.09625,3.40E+38,3.40E+38,0,0,0,1.91E-06,28.61168,345.13086
25,1,1,29.871758,31.515429,31.515429,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515429,303.02652
26,1,1,36.055527,32.790016,32.790016,40,3.40E+38,3.40E+38,1.2745833,0,0,0,32.790016,284.545
27,1,1,158.04709,32.790016,32.790016,40,3.40E+38,3.40E+38,0,0,0,1.53E-05,32.790016,284.545
28,1,1,33.79496,30.435848,30.435848,40,3.40E+38,3.40E+38,0,2.354168,0,3.81E-06,32.790016,284.545
29,1,1,36.34964,30.435852,30.435852,46.09479,496.56036,3.40E+38,0,0,0,0,30.435852,318.68048
30,1,1,155.8021,20,28.640427,20,3.40E+38,3.40E+38,3.9052083,10.02084,0,8.640427,30.02084,514.69794
31,1,1,69.88636,20,20,28.605625,216.11252,3.40E+38,0,0,0,0,20,90
32,1,1,80.683716,20,20.8197,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,0.81970215,20.984526,265.7244
33,1,1,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,2,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70828
1,1,2,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70828
2,1,2,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.93747
3,1,2,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.32495
4,1,2,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70203
5,1,2,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.59996
6,1,2,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.59995
7,1,2,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.59995
8,1,2,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.4416
9,1,2,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.89215
10,1,2,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.1145
11,1,2,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98605
12,1,2,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67422
13,1,2,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.40527
14,1,2,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.38177
15,1,2,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.32706
16,1,2,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.81573
17,1,2,13.671242,30.081665,30.081665,50,3.40E+38,3.40E+38,0,0,0,1.91E-06,30.081665,513.81573
18,1,2,29.59143,28.719166,28.719166,40,3.40E+38,3.40E+38,0,1.3624998,0,0,30.081665,513.81573
19,1,2,32.14655,27.635832,27.635832,40,3.40E+38,3.40E+38,0,1.0833333,0,0,28.719166,343.57193
20,1,2,29.187162,27.635832,27.635832,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635832,359.28027
21,1,2,32.322777,29.782503,29.782503,40,3.40E+38,3.40E+38,2.1466668,0,0,3.81E-06,29.782503,328.15363
22,1,2,12.304464,29.782503,29.782503,40,3.40E+38,3.40E+38,0,0,0,0,29.782503,328.15363
23,1,2,30.308598,28.611671,28.611671,40,3.40E+38,3.40E+38,0,1.1708335,0,0,29.782505,328.15363
24,1,2,24.879385,28.611673,28.611673,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.611673,345.13068
25,1,2,29.871756,31.515423,31.515423,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515423,303.02628
26,1,2,36.055534,32.790005,32.790005,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790005,284.54477
27,1,2,158.04707,32.79002,32.79002,40,3.40E+38,3.40E+38,0,0,0,0,32.79002,284.54477
28,1,2,33.794952,30.435856,30.435856,40,3.40E+38,3.40E+38,0,2.3541682,0,0,32.790024,284.54477
29,1,2,36.349636,30.435856,30.435856,46.09479,492.24002,3.40E+38,0,0,0,0,30.435856,318.6801
30,1,2,160.12231,20,32.96065,20,3.40E+38,3.40E+38,3.9052083,10.020841,0,12.960648,30.02084,514.6978
31,1,2,69.88636,20,20,28.605625,215.70267,3.40E+38,0,0,0,0,20,90
32,1,2,81.09357,20,21.229551,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,1.2295532,20.984526,265.7244
33,1,2,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,3,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,3,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,3,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,3,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,3,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,3,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,3,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,3,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,3,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,3,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,3,8.847279,29.854168,29.854168,43.40841,3.40E+38,3.40E+38,0,0,0,0,29.854168,327.1146
11,1,3,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,3,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,3,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,3,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,3,21.498056,28.529165,28.529165,48.4475,3.40E+38,3.40E+38,1.796875,0,0,0,28.529165,346.32715
16,1,3,35.845085,30.081669,30.081669,50,3.40E+38,3.40E+38,1.5525,0,0,0,30.081669,513.81586
17,1,3,13.67124,30.08167,30.08167,50,3.40E+38,3.40E+38,0,0,0,0,30.08167,513.81586
18,1,3,29.591433,28.719172,28.719172,40,3.40E+38,3.40E+38,0,1.3625001,0,1.91E-06,30.08167,513.81586
19,1,3,32.146553,27.635838,27.635838,40,3.40E+38,3.40E+38,0,1.0833335,0,3.81E-06,28.719172,343.5721
20,1,3,29.18716,27.635838,27.635838,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635838,359.28046
21,1,3,32.322773,29.782509,29.782509,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782509,328.15372
22,1,3,12.304466,29.782509,29.782509,40,3.40E+38,3.40E+38,0,0,0,0,29.782509,328.15372
23,1,3,30.308598,28.611675,28.611675,40,3.40E+38,3.40E+38,0,1.1708336,0,0,29.782509,328.15366
24,1,3,24.879383,28.611675,28.611675,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.611675,345.1307
25,1,3,29.871754,31.515425,31.515425,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515425,303.02637
26,1,3,36.055534,32.790012,32.790012,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790012,284.54492
27,1,3,158.04707,32.790012,32.790012,40,3.40E+38,3.40E+38,0,0,0,0,32.790012,284.54474
28,1,3,33.79495,30.435844,30.435844,40,3.40E+38,3.40E+38,0,2.3541675,0,0,32.790012,284.54468
29,1,3,36.349632,30.435844,30.435844,46.09479,487.9198,3.40E+38,0,0,0,0,30.435844,318.68008
30,1,3,164.44254,20,37.28086,20,3.40E+38,3.40E+38,3.9052083,10.020838,0,17.280869,30.020838,514.6978
31,1,3,69.88636,20,20,28.605625,215.29282,3.40E+38,0,0,0,0,20,90
32,1,3,81.50342,20,21.639402,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,1.6394043,20.984526,265.7244
33,1,3,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,4,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,4,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,4,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,4,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,4,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,4,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,4,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,4,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,4,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,4,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,4,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.11456
11,1,4,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,4,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,4,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,4,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,4,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.3271
16,1,4,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.8158
17,1,4,13.67124,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,513.8158
18,1,4,29.59143,28.719166,28.719166,40,3.40E+38,3.40E+38,0,1.3624998,0,0,30.081665,513.8158
19,1,4,32.14655,27.635836,27.635836,40,3.40E+38,3.40E+38,0,1.0833333,0,0,28.71917,343.57202
20,1,4,29.187162,27.635836,27.635836,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635836,359.28033
21,1,4,32.322777,29.782503,29.782503,40,3.40E+38,3.40E+38,2.1466668,0,0,3.81E-06,29.782503,328.15363
22,1,4,12.304464,29.782503,29.782503,40,3.40E+38,3.40E+38,0,0,0,0,29.782503,328.15363
23,1,4,30.3086,28.61167,28.61167,40,3.40E+38,3.40E+38,0,1.1708335,0,1.91E-06,29.782503,328.15363
24,1,4,24.879381,28.61167,28.61167,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.61167,345.1307
25,1,4,29.871752,31.515419,31.515419,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515419,303.0263
26,1,4,36.055534,32.790005,32.790005,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790005,284.54483
27,1,4,158.04707,32.790005,32.790005,40,3.40E+38,3.40E+38,0,0,0,0,32.790005,284.54483
28,1,4,33.79495,30.435837,30.435837,40,3.40E+38,3.40E+38,0,2.354167,0,0,32.790005,284.54483
29,1,4,36.349632,30.435837,30.435837,46.09479,483.59958,3.40E+38,0,0,0,0,30.435837,318.68027
30,1,4,168.76274,20,41.601078,20,3.40E+38,3.40E+38,3.9052083,10.020835,0,21.601074,30.020836,514.6978
31,1,4,69.88636,20,20,28.605625,214.88297,3.40E+38,0,0,0,0,20,90
32,1,4,81.91327,20,22.049253,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,2.0492554,20.984526,265.7244
33,1,4,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,5,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,5,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,5,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,5,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,5,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,5,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,5,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,5,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,5,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,5,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,5,8.847279,29.854168,29.854168,43.40841,3.40E+38,3.40E+38,0,0,0,0,29.854168,327.1146
11,1,5,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,5,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,5,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,5,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,5,21.498056,28.529165,28.529165,48.4475,3.40E+38,3.40E+38,1.796875,0,0,0,28.529165,346.32715
16,1,5,35.845085,30.081669,30.081669,50,3.40E+38,3.40E+38,1.5525,0,0,0,30.081669,513.81586
17,1,5,13.671238,30.081669,30.081669,50,3.40E+38,3.40E+38,0,0,0,0,30.081669,513.81586
18,1,5,29.59143,28.71917,28.71917,40,3.40E+38,3.40E+38,0,1.3625001,0,0,30.081669,513.81586
19,1,5,32.14655,27.635836,27.635836,40,3.40E+38,3.40E+38,0,1.0833334,0,0,28.71917,343.57202
20,1,5,29.187162,27.635836,27.635836,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635836,359.28036
21,1,5,32.32277,29.782507,29.782507,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782507,328.15372
22,1,5,12.304464,29.782507,29.782507,40,3.40E+38,3.40E+38,0,0,0,0,29.782507,328.15372
23,1,5,30.308598,28.611675,28.611675,40,3.40E+38,3.40E+38,0,1.1708336,0,0,29.782509,328.15372
24,1,5,24.879383,28.611675,28.611675,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.611675,345.1308
25,1,5,29.871754,31.515425,31.515425,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515425,303.02643
26,1,5,36.055534,32.790012,32.790012,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790012,284.54492
27,1,5,158.04707,32.790012,32.790012,40,3.40E+38,3.40E+38,0,0,0,0,32.790012,284.54492
28,1,5,33.79495,30.435844,30.435844,40,3.40E+38,3.40E+38,0,2.3541675,0,0,32.790012,284.54492
29,1,5,36.349632,30.435844,30.435844,46.09479,479.27948,3.40E+38,0,0,0,0,30.435844,318.68036
30,1,5,173.08295,20,45.921288,20,3.40E+38,3.40E+38,3.9052083,10.020838,0,25.92128,30.020838,514.69794
31,1,5,69.88636,20,20,28.605625,214.47311,3.40E+38,0,0,0,0,20,90
32,1,5,82.32312,20,22.459105,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,2.4591064,20.984526,265.7244
33,1,5,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,6,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,6,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,6,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,6,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,6,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,6,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,6,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,6,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,6,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,6,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,6,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.11456
11,1,6,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,6,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,6,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,6,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,6,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.3271
16,1,6,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.8158
17,1,6,13.671236,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,513.8158
18,1,6,29.591433,28.719164,28.719164,40,3.40E+38,3.40E+38,0,1.3624998,0,1.91E-06,30.081663,513.8158
