Seg,Period,Step,NV,MI,MF,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
18,1,49,29.59143,28.71917,28.71917,40,3.40E+38,3.40E+38,0,1.3625001,0,0,30.081669,513.81586
19,1,49,32.146545,27.635836,27.635836,40,3.40E+38,3.40E+38,0,1.0833334,0,0,28.71917,343.5721
20,1,49,29.187159,27.635836,27.635836,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635836,359.28046
21,1,49,32.32277,29.782503,29.782503,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782503,328.15375
22,1,49,12.304461,29.782503,29.782503,40,3.40E+38,3.40E+38,0,0,0,0,29.782503,328.15375
23,1,49,30.308596,28.61167,28.61167,40,3.40E+38,3.40E+38,0,1.1708335,0,0,29.782503,328.15375
24,1,49,24.879385,28.61167,28.61167,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.61167,345.13086
25,1,49,29.871756,31.515419,31.515419,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515419,303.02646
26,1,49,36.055534,32.790005,32.790005,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790005,284.54498
27,1,49,158.04706,32.790005,32.790005,40,3.40E+38,3.40E+38,0,0,0,0,32.790005,284.54498
28,1,49,33.79494,30.435837,30.435837,40,3.40E+38,3.40E+38,0,2.354167,0,0,32.790005,284.54498
29,1,49,36.34964,30.435837,30.435837,46.09479,289.1909,3.40E+38,0,0,0,0,30.435837,318.68036
30,1,49,363.17154,20,236.00989,20,3.40E+38,3.40E+38,3.9052083,10.020835,0,216.00987,30.020836,514.69794
31,1,49,69.88636,20,20,28.605625,196.43967,3.40E+38,0,0,0,0,20,90
32,1,49,100.35657,20,40.492554,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,20.492554,20.984526,265.7244
33,1,49,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,50,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,50,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,50,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,50,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,50,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,50,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,50,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,50,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,50,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,50,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,50,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.11456
11,1,50,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,50,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,50,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,50,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,50,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.3271
16,1,50,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.8158
17,1,50,13.671236,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,513.8158
18,1,50,29.591433,28.719164,28.719164,40,3.40E+38,3.40E+38,0,1.3624998,0,1.91E-06,30.081663,513.8158
19,1,50,32.146545,27.63583,27.63583,40,3.40E+38,3.40E+38,0,1.0833331,0,0,28.719164,343.57202
20,1,50,29.18716,27.63583,27.63583,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.63583,359.28036
21,1,50,32.32277,29.782497,29.782497,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782497,328.15372
22,1,50,12.304462,29.782497,29.782497,40,3.40E+38,3.40E+38,0,0,0,0,29.782497,328.15372
23,1,50,30.308598,28.611664,28.611664,40,3.40E+38,3.40E+38,0,1.1708332,0,0,29.782497,328.15372
24,1,50,24.879387,28.611664,28.611664,37.09625,3.40E+38,3.40E+38,0,0,0,1.91E-06,28.611664,345.1308
25,1,50,29.871758,31.515413,31.515413,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515413,303.02643
26,1,50,36.055527,32.79,32.79,40,3.40E+38,3.40E+38,1.2745833,0,0,0,32.79,284.54492
27,1,50,158.04706,32.79,32.79,40,3.40E+38,3.40E+38,0,0,0,0,32.79,284.54492
28,1,50,33.794945,30.435835,30.435835,40,3.40E+38,3.40E+38,0,2.3541665,0,0,32.79,284.54492
29,1,50,36.34964,30.435835,30.435835,46.09479,284.8707,3.40E+38,0,0,0,0,30.435835,318.68036
30,1,50,367.49173,20,240.33008,20,3.40E+38,3.40E+38,3.9052083,10.020834,0,220.33006,30.020834,514.69794
31,1,50,69.88636,20,20,28.605625,196.02982,3.40E+38,0,0,0,0,20,90
32,1,50,100.76642,20,40.902405,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,20.902405,20.984526,265.7244
33,1,50,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,51,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,51,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,51,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,51,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,51,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,51,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,51,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,51,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,51,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,51,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,51,8.847279,29.854168,29.854168,43.40841,3.40E+38,3.40E+38,0,0,0,0,29.854168,327.1146
11,1,51,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,51,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,51,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,51,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,51,21.498056,28.529165,28.529165,48.4475,3.40E+38,3.40E+38,1.796875,0,0,0,28.529165,346.32715
16,1,51,35.845085,30.081669,30.081669,50,3.40E+38,3.40E+38,1.5525,0,0,0,30.081669,513.81586
17,1,51,13.671238,30.081669,30.081669,50,3.40E+38,3.40E+38,0,0,0,0,30.081669,513.81586
18,1,51,29.591433,28.719172,28.719172,40,3.40E+38,3.40E+38,0,1.3625001,0,1.91E-06,30.08167,513.81586
19,1,51,32.146545,27.635838,27.635838,40,3.40E+38,3.40E+38,0,1.0833335,0,0,28.719172,343.5721
20,1,51,29.18716,27.635838,27.635838,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635838,359.28046
21,1,51,32.32277,29.782505,29.782505,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782505,328.1538
22,1,51,12.304462,29.782505,29.782505,40,3.40E+38,3.40E+38,0,0,0,0,29.782505,328.1538
23,1,51,30.308598,28.611671,28.611671,40,3.40E+38,3.40E+38,0,1.1708335,0,0,29.782505,328.1538
24,1,51,24.879385,28.611673,28.611673,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.611673,345.13086
25,1,51,29.871756,31.515423,31.515423,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515423,303.02652
26,1,51,36.055534,32.790005,32.790005,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790005,284.54498
27,1,51,158.04706,32.790005,32.790005,40,3.40E+38,3.40E+38,0,0,0,0,32.790005,284.54498
28,1,51,33.79494,30.435837,30.435837,40,3.40E+38,3.40E+38,0,2.354167,0,0,32.790005,284.54498
29,1,51,36.34964,30.435837,30.435837,46.09479,280.5505,3.40E+38,0,0,0,0,30.435837,318.68036
30,1,51,371.81192,20,244.65027,20,3.40E+38,3.40E+38,3.9052083,10.020835,0,224.65025,30.020836,514.69794
31,1,51,69.88636,20,20,28.605625,195.61996,3.40E+38,0,0,0,0,20,90
32,1,51,101.17627,20,41.312256,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,21.312256,20.984526,265.7244
33,1,51,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,52,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,52,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,52,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,52,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,52,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,52,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,52,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,52,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,52,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,52,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,52,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.11456
11,1,52,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,52,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,52,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,52,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,52,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.3271
16,1,52,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.8158
17,1,52,13.671236,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,513.8158
18,1,52,29.59143,28.719166,28.719166,40,3.40E+38,3.40E+38,0,1.3624998,0,0,30.081665,513.8158
19,1,52,32.146545,27.635832,27.635832,40,3.40E+38,3.40E+38,0,1.0833333,0,0,28.719166,343.57202
20,1,52,29.187159,27.635832,27.635832,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635832,359.28033
21,1,52,32.32277,29.7825,29.7825,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.7825,328.15366
22,1,52,12.304461,29.7825,29.7825,40,3.40E+38,3.40E+38,0,0,0,0,29.7825,328.15366
23,1,52,30.308596,28.611666,28.611666,40,3.40E+38,3.40E+38,0,1.1708332,0,0,29.7825,328.15366
24,1,52,24.879385,28.611666,28.611666,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.611666,345.1307
25,1,52,29.871756,31.515415,31.515415,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515415,303.02637
26,1,52,36.055534,32.79,32.79,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.79,284.54492
27,1,52,158.04706,32.79,32.79,40,3.40E+38,3.40E+38,0,0,0,0,32.79,284.54492
28,1,52,33.794945,30.435835,30.435835,40,3.40E+38,3.40E+38,0,2.3541665,0,0,32.79,284.54492
29,1,52,36.34964,30.435835,30.435835,46.09479,276.23032,3.40E+38,0,0,0,0,30.435835,318.68036
30,1,52,376.1321,20,248.97046,20,3.40E+38,3.40E+38,3.9052083,10.020834,0,228.97044,30.020834,514.69794
31,1,52,69.88636,20,20,28.605625,195.21011,3.40E+38,0,0,0,0,20,90
32,1,52,101.58612,20,41.722107,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,21.722107,20.984526,265.7244
33,1,52,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,53,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,53,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,53,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,53,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,53,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,53,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,53,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,53,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,53,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,53,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,53,8.847279,29.854168,29.854168,43.40841,3.40E+38,3.40E+38,0,0,0,0,29.854168,327.1146
11,1,53,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,53,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,53,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,53,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,53,21.498056,28.529165,28.529165,48.4475,3.40E+38,3.40E+38,1.796875,0,0,0,28.529165,346.32715
16,1,53,35.845085,30.081669,30.081669,50,3.40E+38,3.40E+38,1.5525,0,0,0,30.081669,513.81586
17,1,53,13.671238,30.081669,30.081669,50,3.40E+38,3.40E+38,0,0,0,0,30.081669,513.81586
18,1,53,29.59143,28.71917,28.71917,40,3.40E+38,3.40E+38,0,1.3625001,0,0,30.081669,513.81586
19,1,53,32.146545,27.635836,27.635836,40,3.40E+38,3.40E+38,0,1.0833334,0,0,28.71917,343.5721
20,1,53,29.187159,27.635836,27.635836,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635836,359.28046
21,1,53,32.32277,29.782503,29.782503,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782503,328.15375
22,1,53,12.304461,29.782503,29.782503,40,3.40E+38,3.40E+38,0,0,0,0,29.782503,328.15375
23,1,53,30.308596,28.61167,28.61167,40,3.40E+38,3.40E+38,0,1.1708335,0,0,29.782503,328.15375
24,1,53,24.879385,28.61167,28.61167,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.61167,345.13086
25,1,53,29.871756,31.515419,31.515419,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515419,303.02646
26,1,53,36.055534,32.790005,32.790005,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790005,284.54498
27,1,53,158.04706,32.790005,32.790005,40,3.40E+38,3.40E+38,0,0,0,0,32.790005,284.54498
28,1,53,33.79494,30.435837,30.435837,40,3.40E+38,3.40E+38,0,2.354167,0,0,32.790005,284.54498
29,1,53,36.34964,30.435837,30.435837,46.09479,271.91013,3.40E+38,0,0,0,0,30.435837,318.68036
30,1,53,380.4523,20,253.29065,20,3.40E+38,3.40E+38,3.9052083,10.020835,0,233.29063,30.020836,514.69794
31,1,53,69.88636,20,20,28.605625,194.80026,3.40E+38,0,0,0,0,20,90
32,1,53,101.99597,20,42.131958,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,22.131958,20.984526,265.7244
33,1,53,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,54,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,54,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,54,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,54,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,54,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,54,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,54,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,54,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,54,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,54,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,54,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.11456
11,1,54,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,54,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,54,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,54,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,54,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.3271
16,1,54,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.8158
17,1,54,13.671236,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,513.8158
18,1,54,29.591433,28.719164,28.719164,40,3.40E+38,3.40E+38,0,1.3624998,0,1.91E-06,30.081663,513.8158
19,1,54,32.146545,27.63583,27.63583,40,3.40E+38,3.40E+38,0,1.0833331,0,0,28.719164,343.57202
20,1,54,29.18716,27.63583,27.63583,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.63583,359.28036
21,1,54,32.32277,29.782497,29.782497,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782497,328.15372
22,1,54,12.304462,29.782497,29.782497,40,3.40E+38,3.40E+38,0,0,0,0,29.782497,328.15372
23,1,54,30.308598,28.611664,28.611664,40,3.40E+38,3.40E+38,0,1.1708332,0,0,29.782497,328.15372
24,1,54,24.879387,28.611664,28.611664,37.09625,3.40E+38,3.40E+38,0,0,0,1.91E-06,28.611664,345.1308
25,1,54,29.871758,31.515413,31.515413,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515413,303.02643
26,1,54,36.055527,32.79,32.79,40,3.40E+38,3.40E+38,1.2745833,0,0,0,32.79,284.54492
27,1,54,158.04706,32.79,32.79,40,3.40E+38,3.40E+38,0,0,0,0,32.79,284.54492
28,1,54,33.794945,30.435835,30.435835,40,3.40E+38,3.40E+38,0,2.3541665,0,0,32.79,284.54492
29,1,54,36.34964,30.435835,30.435835,46.09479,267.58994,3.40E+38,0,0,0,0,30.435835,318.68036
30,1,54,384.7725,20,257.61084,20,3.40E+38,3.40E+38,3.9052083,10.020834,0,237.61082,30.020834,514.69794
31,1,54,69.88636,20,20,28.605625,194.39041,3.40E+38,0,0,0,0,20,90
32,1,54,102.40582,20,42.54181,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,22.54181,20.984526,265.7244
33,1,54,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,55,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,55,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,55,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,55,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,55,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,55,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,55,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,55,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,55,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,55,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,55,8.847279,29.854168,29.854168,43.40841,3.40E+38,3.40E+38,0,0,0,0,29.854168,327.1146
11,1,55,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,55,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,55,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,55,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,55,21.498056,28.529165,28.529165,48.4475,3.40E+38,3.40E+38,1.796875,0,0,0,28.529165,346.32715
16,1,55,35.845085,30.081669,30.081669,50,3.40E+38,3.40E+38,1.5525,0,0,0,30.081669,513.81586
17,1,55,13.671238,30.081669,30.081669,50,3.40E+38,3.40E+38,0,0,0,0,30.081669,513.81586
18,1,55,29.591433,28.719172,28.719172,40,3.40E+38,3.40E+38,0,1.3625001,0,1.91E-06,30.08167,513.81586
19,1,55,32.146545,27.635838,27.635838,40,3.40E+38,3.40E+38,0,1.0833335,0,0,28.719172,343.5721
20,1,55,29.18716,27.635838,27.635838,37.853333,3.40E+38,3.40E+38,0,0,0,0,27.635838,359.28046
21,1,55,32.32277,29.782505,29.782505,40,3.40E+38,3.40E+38,2.1466668,0,0,0,29.782505,328.1538
22,1,55,12.304462,29.782505,29.782505,40,3.40E+38,3.40E+38,0,0,0,0,29.782505,328.1538
23,1,55,30.308598,28.611671,28.611671,40,3.40E+38,3.40E+38,0,1.1708335,0,0,29.782505,328.1538
24,1,55,24.879385,28.611673,28.611673,37.09625,3.40E+38,3.40E+38,0,0,0,0,28.611673,345.13086
25,1,55,29.871756,31.515423,31.515423,38.725418,3.40E+38,3.40E+38,2.90375,0,0,0,31.515423,303.02652
26,1,55,36.055534,32.790005,32.790005,40,3.40E+38,3.40E+38,1.2745833,0,0,3.81E-06,32.790005,284.54498
27,1,55,158.04706,32.790005,32.790005,40,3.40E+38,3.40E+38,0,0,0,0,32.790005,284.54498
28,1,55,33.79494,30.435837,30.435837,40,3.40E+38,3.40E+38,0,2.354167,0,0,32.790005,284.54498
29,1,55,36.34964,30.435837,30.435837,46.09479,263.26974,3.40E+38,0,0,0,0,30.435837,318.68036
30,1,55,389.09268,20,261.93103,20,3.40E+38,3.40E+38,3.9052083,10.020835,0,241.93102,30.020836,514.69794
31,1,55,69.88636,20,20,28.605625,193.98056,3.40E+38,0,0,0,0,20,90
32,1,55,102.815674,20,42.95166,20,3.40E+38,3.40E+38,1.394375,0.9845261,0,22.95166,20.984526,265.7244
33,1,55,9.119318,20,20,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,20,90
0,1,56,63.751915,22.916666,22.916666,30,3.40E+38,3.40E+38,0,0,0,0,22.916666,237.70834
1,1,56,23.94863,22.625,22.625,30,3.40E+38,3.40E+38,0,0.29166666,0,0,22.916666,237.70834
2,1,56,23.841965,21.15,21.15,30,3.40E+38,3.40E+38,0,1.475,0,0,22.625,241.9375
3,1,56,12.231939,21.15,21.15,28.370832,3.40E+38,3.40E+38,0,0,0,0,21.15,263.325
4,1,56,21.859507,22.779167,22.779167,23.579166,3.40E+38,3.40E+38,1.6291667,0,0,0,22.779167,239.70206
5,1,56,32.727272,29.2,29.2,40,3.40E+38,3.40E+38,6.420833,0,0,0,29.2,146.6
6,1,56,5.625,29.2,29.2,40,3.40E+38,3.40E+38,0,0,0,0,29.2,336.6
7,1,56,25.273174,28.383333,28.383333,40,3.40E+38,3.40E+38,0,0.8166667,0,0,29.2,336.6
8,1,56,7.8865223,28.383333,28.383333,46.901276,3.40E+38,3.40E+38,0,0,0,4.77E-07,28.383333,348.44165
9,1,56,96.6598,29.854166,29.854166,40,3.40E+38,3.40E+38,2.2958333,0.825,0,0,30.679167,497.8922
10,1,56,8.8472805,29.854166,29.854166,43.40841,3.40E+38,3.40E+38,0,0,0,9.54E-07,29.854166,327.11456
11,1,56,40.233284,32.36729,32.36729,40,3.40E+38,3.40E+38,3.1672914,0.65416664,0,0,33.021458,435.98608
12,1,56,9.595989,32.36729,32.36729,44.748043,3.40E+38,3.40E+38,0,0,0,9.54E-07,32.36729,290.67426
13,1,56,90.76229,26.732288,26.732288,40,3.40E+38,3.40E+38,2.8941665,8.529166,0,0,35.261456,413.4053
14,1,56,28.543877,26.732288,26.732288,38.203125,3.40E+38,3.40E+38,0,0,0,0,26.732288,372.3818
15,1,56,21.498058,28.529163,28.529163,48.4475,3.40E+38,3.40E+38,1.796875,0,0,1.91E-06,28.529163,346.3271
16,1,56,35.84509,30.081663,30.081663,50,3.40E+38,3.40E+38,1.5525,0,0,3.81E-06,30.081663,513.8158
17,1,56,13.671236,30.081663,30.081663,50,3.40E+38,3.40E+38,0,0,0,0,30.081663,513.8158
18,1,56,29.59143,28.719166,28.719166,40,3.40E+38,3.40E+38,0,1.3624998,0,0,30.081665,513.8158
19,1,56,32.146545,27.635832,27.635832,40,3.40E+38,3.40E+38,0,1.0833333,0,0,28.719166,343.57202
