Seg,Period,Step ,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,Sf,KQ
0,0,0,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,135
1,0,0,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,135
2,0,0,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,135
3,0,0,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0.00E+00,20.645834,135
4,0,0,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,135
5,0,0,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0.00E+00,21.770834,180
6,0,0,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,135
7,0,0,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,135
8,0,0,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,135
9,0,0,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,135
10,0,0,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,135
0,0,1,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,1,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,1,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,1,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,1,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,1,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,1,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,1,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,1,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,1,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,1,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,2,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,2,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,2,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,2,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,2,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,2,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,2,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,2,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,2,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,2,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,2,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,3,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,3,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,3,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,3,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,3,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,3,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,3,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,3,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,22.145834,234.9239
8,0,3,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,3,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,3,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,4,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,4,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,4,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,4,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0.00E+00,20.645834,257.61957
4,0,4,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,4,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,4,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,4,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,22.145834,234.9239
8,0,4,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,4,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,4,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,5,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,5,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,5,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,5,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,5,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,5,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,5,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,5,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,5,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,5,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,5,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,6,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,6,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,6,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,6,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,6,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,6,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,6,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,6,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,6,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,6,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,6,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,7,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,7,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,7,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,7,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,7,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,7,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,7,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,7,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,7,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,7,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,7,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,8,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,8,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,8,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,8,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0.00E+00,20.645834,257.61957
4,0,8,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,8,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,8,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,8,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,8,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,8,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,8,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,9,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,9,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,9,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,9,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,9,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,9,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,9,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,9,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,9,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,9,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,9,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,10,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,10,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,10,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,10,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,10,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,10,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,10,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,10,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,10,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,10,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,10,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,11,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,11,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,11,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,11,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,11,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,11,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,11,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,11,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,11,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,11,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,11,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,12,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,12,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,12,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,12,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0.00E+00,20.645834,257.61957
4,0,12,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,12,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,12,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,12,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,12,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,12,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,12,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,13,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,13,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,13,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,13,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,13,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,13,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,13,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,13,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,13,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,13,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,13,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,14,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,14,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,14,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,14,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,14,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,14,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,14,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,14,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,14,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,14,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,14,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,15,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,15,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,15,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,15,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,15,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,15,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,15,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,15,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,15,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,15,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,15,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,16,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,16,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,16,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,16,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0.00E+00,20.645834,257.61957
4,0,16,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,16,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,16,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,16,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,16,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,16,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,16,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,17,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,17,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,17,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,17,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,17,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,17,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,17,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,17,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,17,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,17,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,17,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,18,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,18,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,18,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,18,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,18,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,18,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,18,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,18,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,18,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,18,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,18,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,19,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,19,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,19,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,19,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,19,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,19,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,19,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,19,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,19,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,19,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,19,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,20,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,20,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0.00E+00,20.645834,257.61957
2,0,20,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,20,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0.00E+00,20.645834,257.61957
4,0,20,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,20,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
6,0,20,81.09484,20.270834,20.270834,26.875,3.40E+38,3.40E+38,0,0,0,0,20.270834,263.29346
7,0,20,21.411974,22.145834,22.145834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,22.145834,234.9239
8,0,20,6.761675,22.145834,22.145834,28.75,3.40E+38,3.40E+38,0,0,0,0,22.145834,234.9239
9,0,20,20.479975,21.020834,21.020834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,22.145834,234.9239
10,0,20,84.25323,21.020834,21.020834,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,21.020834,251.94565
0,0,21,75.083336,18.770834,18.770834,26.875,3.40E+38,3.40E+38,0,0,0,0,18.770834,285.9891
1,0,21,26.058146,20.645834,20.645834,28.75,3.40E+38,3.40E+38,1.875,0,0,0,20.645834,257.61957
2,0,21,35.68979,20.645834,20.645834,28.75,3.40E+38,3.40E+38,0,0,0,0,20.645834,257.61957
3,0,21,25.070303,19.520834,19.520834,28.75,3.40E+38,3.40E+38,0,1.125,0,0,20.645834,257.61957
4,0,21,78.083336,19.520834,19.520834,32.994606,3.40E+38,3.40E+38,0,0,0,0,19.520834,274.6413
5,0,21,54.095093,20.270834,20.270834,28.75,3.40E+38,3.40E+38,2.25,1.5,0,0,21.770834,401.73004
